"The 2009 PSSA Mathematics and Reading District Level Proficiency Results",,,,,,,,,,,,,,,
"(Full Academic Year; No PASA Scores) Groups with less than 10 students assessed were removed from the file. Percentages were rounded to the nearest tenth. Proficiency percentages may not add up to 100 due to rounding.",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"AUN","County","IU Number","District","Grade","Group","Number Scored Math","% Advanced Math","% Proficient Math","% Basic Math","% Below Basic Math","Number Scored Reading","% Advanced Reading","% Proficient Reading","% Basic Reading","% Below Basic Reading"
123468503,"Montgomery",23,"UPPER MORELAND TOWNSHIP SD",5,"IEP",31,19.4,74.2,3.2,3.2,31,6.5,45.2,12.9,35.5
123468503,"Montgomery",23,"UPPER MORELAND TOWNSHIP SD",5,"Economically Disadvantaged",36,41.7,44.4,11.1,2.8,36,25.0,44.4,13.9,16.7
123468503,"Montgomery",23,"UPPER MORELAND TOWNSHIP SD",5,"Male",110,56.4,31.8,8.2,3.6,110,30.0,47.3,12.7,10.0
123468503,"Montgomery",23,"UPPER MORELAND TOWNSHIP SD",5,"Female",107,55.1,34.6,9.3,0.9,107,41.1,43.0,13.1,2.8
123468503,"Montgomery",23,"UPPER MORELAND TOWNSHIP SD",5,"White",182,53.8,34.6,9.9,1.6,182,34.6,46.7,12.6,6.0
123468503,"Montgomery",23,"UPPER MORELAND TOWNSHIP SD",5,"Black",15,40.0,46.7,0.0,13.3,15,40.0,26.7,20.0,13.3
123468503,"Montgomery",23,"UPPER MORELAND TOWNSHIP SD",5,"Asian",14,92.9,0.0,7.1,0.0,14,42.9,42.9,7.1,7.1
123468503,"Montgomery",23,"UPPER MORELAND TOWNSHIP SD",6,"All Students",203,63.5,27.6,5.4,3.4,203,46.8,35.5,11.8,5.9
123468503,"Montgomery",23,"UPPER MORELAND TOWNSHIP SD",6,"IEP",23,21.7,34.8,21.7,21.7,23,13.0,34.8,26.1,26.1
123468503,"Montgomery",23,"UPPER MORELAND TOWNSHIP SD",6,"Economically Disadvantaged",32,46.9,40.6,0.0,12.5,32,18.8,50.0,21.9,9.4
123468503,"Montgomery",23,"UPPER MORELAND TOWNSHIP SD",6,"Male",101,60.4,26.7,8.9,4.0,101,37.6,39.6,15.8,6.9
123468503,"Montgomery",23,"UPPER MORELAND TOWNSHIP SD",6,"Female",102,66.7,28.4,2.0,2.9,102,55.9,31.4,7.8,4.9
123468503,"Montgomery",23,"UPPER MORELAND TOWNSHIP SD",6,"White",162,65.4,26.5,5.6,2.5,162,49.4,36.4,10.5,3.7
123468503,"Montgomery",23,"UPPER MORELAND TOWNSHIP SD",6,"Black",22,45.5,50.0,4.5,0.0,22,22.7,45.5,22.7,9.1
123468503,"Montgomery",23,"UPPER MORELAND TOWNSHIP SD",6,"Asian",12,75.0,16.7,8.3,0.0,12,75.0,0.0,8.3,16.7
123468503,"Montgomery",23,"UPPER MORELAND TOWNSHIP SD",7,"All Students",242,62.8,30.6,5.4,1.2,242,47.5,37.6,9.5,5.4
123468503,"Montgomery",23,"UPPER MORELAND TOWNSHIP SD",7,"IEP",25,16.0,60.0,20.0,4.0,25,12.0,24.0,36.0,28.0
123468503,"Montgomery",23,"UPPER MORELAND TOWNSHIP SD",7,"Economically Disadvantaged",27,44.4,37.0,14.8,3.7,27,33.3,29.6,22.2,14.8
123468503,"Montgomery",23,"UPPER MORELAND TOWNSHIP SD",7,"Male",123,61.0,32.5,4.9,1.6,123,40.7,40.7,9.8,8.9
123468503,"Montgomery",23,"UPPER MORELAND TOWNSHIP SD",7,"Female",119,64.7,28.6,5.9,0.8,119,54.6,34.5,9.2,1.7
123468503,"Montgomery",23,"UPPER MORELAND TOWNSHIP SD",7,"White",214,64.0,30.4,5.1,0.5,214,47.2,38.8,9.8,4.2
123468503,"Montgomery",23,"UPPER MORELAND TOWNSHIP SD",7,"Black",13,38.5,38.5,7.7,15.4,13,38.5,30.8,15.4,15.4
123468503,"Montgomery",23,"UPPER MORELAND TOWNSHIP SD",7,"Asian",10,80.0,20.0,0.0,0.0,10,80.0,10.0,0.0,10.0
123468503,"Montgomery",23,"UPPER MORELAND TOWNSHIP SD",8,"All Students",231,64.9,22.5,9.1,3.5,231,69.3,22.9,3.5,4.3
123468503,"Montgomery",23,"UPPER MORELAND TOWNSHIP SD",8,"IEP",32,18.8,28.1,31.3,21.9,32,18.8,46.9,12.5,21.9
123468503,"Montgomery",23,"UPPER MORELAND TOWNSHIP SD",8,"Economically Disadvantaged",33,30.3,36.4,21.2,12.1,33,39.4,39.4,3.0,18.2
123468503,"Montgomery",23,"UPPER MORELAND TOWNSHIP SD",8,"Male",137,65.0,20.4,10.2,4.4,137,62.0,26.3,5.1,6.6
123468503,"Montgomery",23,"UPPER MORELAND TOWNSHIP SD",8,"Female",94,64.9,25.5,7.4,2.1,94,79.8,18.1,1.1,1.1
123468503,"Montgomery",23,"UPPER MORELAND TOWNSHIP SD",8,"White",204,67.2,21.1,8.8,2.9,204,70.1,22.5,3.4,3.9
123468503,"Montgomery",23,"UPPER MORELAND TOWNSHIP SD",8,"Black",14,35.7,50.0,7.1,7.1,14,64.3,28.6,7.1,0.0
123468503,"Montgomery",23,"UPPER MORELAND TOWNSHIP SD",11,"All Students",240,21.7,32.5,27.5,18.3,239,34.3,39.7,15.5,10.5
123468503,"Montgomery",23,"UPPER MORELAND TOWNSHIP SD",11,"IEP",26,7.7,7.7,19.2,65.4,25,4.0,28.0,16.0,52.0
123468503,"Montgomery",23,"UPPER MORELAND TOWNSHIP SD",11,"Economically Disadvantaged",26,26.9,15.4,26.9,30.8,26,26.9,26.9,23.1,23.1
123468503,"Montgomery",23,"UPPER MORELAND TOWNSHIP SD",11,"Male",123,20.3,30.9,26.0,22.8,123,31.7,38.2,16.3,13.8
123468503,"Montgomery",23,"UPPER MORELAND TOWNSHIP SD",11,"Female",117,23.1,34.2,29.1,13.7,116,37.1,41.4,14.7,6.9
123468503,"Montgomery",23,"UPPER MORELAND TOWNSHIP SD",11,"White",201,22.4,33.8,26.9,16.9,200,35.0,41.0,15.0,9.0
123468503,"Montgomery",23,"UPPER MORELAND TOWNSHIP SD",11,"Black",21,4.8,23.8,38.1,33.3,21,28.6,28.6,19.0,23.8
123468503,"Montgomery",23,"UPPER MORELAND TOWNSHIP SD",11,"Asian",13,46.2,30.8,15.4,7.7,13,46.2,30.8,15.4,7.7
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",3,"All Students",249,53.0,36.9,7.6,2.4,249,32.1,51.8,8.0,8.0
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",3,"IEP",37,18.9,37.8,29.7,13.5,37,8.1,27.0,29.7,35.1
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",3,"Economically Disadvantaged",51,23.5,56.9,17.6,2.0,51,17.6,45.1,17.6,19.6
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",3,"Male",133,51.1,36.1,9.0,3.8,133,27.1,51.9,9.0,12.0
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",3,"Female",116,55.2,37.9,6.0,0.9,116,37.9,51.7,6.9,3.4
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",3,"White",230,52.6,37.4,7.8,2.2,230,32.2,51.7,8.3,7.8
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",4,"All Students",215,41.4,40.9,12.1,5.6,215,33.5,42.8,14.9,8.8
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",4,"IEP",34,14.7,41.2,29.4,14.7,34,5.9,38.2,23.5,32.4
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",4,"Economically Disadvantaged",47,25.5,40.4,19.1,14.9,47,21.3,38.3,21.3,19.1
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",4,"Male",111,46.8,37.8,9.0,6.3,111,29.7,41.4,18.0,10.8
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",4,"Female",104,35.6,44.2,15.4,4.8,104,37.5,44.2,11.5,6.7
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",4,"White",200,43.5,40.0,11.0,5.5,200,34.5,42.0,14.0,9.5
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",5,"All Students",232,41.8,39.7,14.7,3.9,232,19.0,54.7,19.0,7.3
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",5,"IEP",41,12.2,41.5,29.3,17.1,41,4.9,43.9,26.8,24.4
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",5,"Economically Disadvantaged",51,23.5,47.1,17.6,11.8,51,5.9,56.9,25.5,11.8
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",5,"Male",121,44.6,38.0,14.0,3.3,121,19.0,52.1,19.0,9.9
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",5,"Female",111,38.7,41.4,15.3,4.5,111,18.9,57.7,18.9,4.5
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",5,"White",219,42.0,38.8,15.5,3.7,219,18.7,54.3,19.2,7.8
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",6,"All Students",209,43.5,30.1,15.8,10.5,209,32.1,39.2,18.2,10.5
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",6,"IEP",39,2.6,15.4,35.9,46.2,39,0.0,17.9,30.8,51.3
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",6,"Economically Disadvantaged",45,22.2,26.7,28.9,22.2,45,26.7,20.0,28.9,24.4
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",6,"Male",100,48.0,29.0,17.0,6.0,100,27.0,41.0,22.0,10.0
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",6,"Female",109,39.4,31.2,14.7,14.7,109,36.7,37.6,14.7,11.0
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",6,"White",194,44.3,29.9,15.5,10.3,194,32.0,40.7,18.0,9.3
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",7,"All Students",255,42.0,34.5,13.7,9.8,255,43.1,32.2,17.3,7.5
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",7,"IEP",47,6.4,25.5,31.9,36.2,47,10.6,14.9,42.6,31.9
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",7,"Economically Disadvantaged",57,33.3,45.6,7.0,14.0,57,35.1,40.4,14.0,10.5
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",7,"Male",119,40.3,35.3,12.6,11.8,119,35.3,33.6,20.2,10.9
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",7,"Female",136,43.4,33.8,14.7,8.1,136,50.0,30.9,14.7,4.4
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",7,"White",231,43.3,34.6,13.4,8.7,231,43.3,32.5,17.3,6.9
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",7,"Hispanic",12,33.3,25.0,25.0,16.7,12,33.3,41.7,25.0,0.0
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",8,"All Students",255,47.1,27.1,18.4,7.5,255,57.6,27.8,8.6,5.9
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",8,"IEP",46,10.9,19.6,37.0,32.6,46,10.9,37.0,26.1,26.1
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",8,"Economically Disadvantaged",43,30.2,27.9,23.3,18.6,43,37.2,39.5,11.6,11.6
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",8,"Male",146,48.6,24.0,17.1,10.3,146,54.8,26.0,11.0,8.2
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",8,"Female",109,45.0,31.2,20.2,3.7,109,61.5,30.3,5.5,2.8
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",8,"White",236,47.5,25.8,19.5,7.2,236,58.5,27.1,8.5,5.9
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",11,"All Students",217,28.6,34.1,21.2,16.1,217,41.0,35.5,12.0,11.5
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",11,"IEP",16,6.3,12.5,12.5,68.8,16,6.3,18.8,18.8,56.3
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",11,"Economically Disadvantaged",33,12.1,30.3,27.3,30.3,33,24.2,27.3,24.2,24.2
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",11,"Male",122,35.2,30.3,18.0,16.4,122,41.8,32.0,11.5,14.8
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",11,"Female",95,20.0,38.9,25.3,15.8,95,40.0,40.0,12.6,7.4
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",11,"White",196,29.1,35.7,21.9,13.3,196,43.4,35.7,10.7,10.2
123468603,"Montgomery",23,"UPPER PERKIOMEN SD",11,"Black",11,0.0,27.3,18.2,54.5,11,18.2,27.3,27.3,27.3
123469303,"Montgomery",23,"WISSAHICKON SD",3,"All Students",318,60.7,31.1,6.6,1.6,318,37.7,50.6,6.0,5.7
123469303,"Montgomery",23,"WISSAHICKON SD",3,"IEP",64,50.0,28.1,15.6,6.3,64,21.9,45.3,14.1,18.8
123469303,"Montgomery",23,"WISSAHICKON SD",3,"ELL",16,31.3,43.8,18.8,6.3,16,6.3,68.8,0.0,25.0
123469303,"Montgomery",23,"WISSAHICKON SD",3,"Economically Disadvantaged",42,21.4,47.6,26.2,4.8,42,16.7,47.6,11.9,23.8
123469303,"Montgomery",23,"WISSAHICKON SD",3,"Male",169,67.5,26.0,4.7,1.8,169,33.7,51.5,8.3,6.5
123469303,"Montgomery",23,"WISSAHICKON SD",3,"Female",149,53.0,36.9,8.7,1.3,149,42.3,49.7,3.4,4.7
123469303,"Montgomery",23,"WISSAHICKON SD",3,"White",228,65.4,29.4,3.9,1.3,228,42.1,50.4,5.3,2.2
123469303,"Montgomery",23,"WISSAHICKON SD",3,"Black",30,26.7,46.7,26.7,0.0,30,13.3,50.0,13.3,23.3
123469303,"Montgomery",23,"WISSAHICKON SD",3,"Hispanic",19,26.3,47.4,15.8,10.5,19,15.8,42.1,10.5,31.6
123469303,"Montgomery",23,"WISSAHICKON SD",3,"Asian",37,78.4,18.9,2.7,0.0,37,43.2,54.1,2.7,0.0
123469303,"Montgomery",23,"WISSAHICKON SD",4,"All Students",319,71.8,17.6,6.0,4.7,317,56.2,29.0,9.1,5.7
123469303,"Montgomery",23,"WISSAHICKON SD",4,"IEP",77,46.8,22.1,15.6,15.6,77,31.2,28.6,20.8,19.5
123469303,"Montgomery",23,"WISSAHICKON SD",4,"ELL",13,38.5,15.4,30.8,15.4,13,7.7,38.5,30.8,23.1
123469303,"Montgomery",23,"WISSAHICKON SD",4,"Economically Disadvantaged",32,21.9,34.4,28.1,15.6,31,9.7,48.4,25.8,16.1
123469303,"Montgomery",23,"WISSAHICKON SD",4,"Male",167,73.7,19.2,4.8,2.4,166,53.6,33.1,8.4,4.8
123469303,"Montgomery",23,"WISSAHICKON SD",4,"Female",152,69.7,15.8,7.2,7.2,151,58.9,24.5,9.9,6.6
123469303,"Montgomery",23,"WISSAHICKON SD",4,"White",226,77.0,16.8,2.7,3.5,225,60.9,27.1,7.6,4.4
123469303,"Montgomery",23,"WISSAHICKON SD",4,"Black",36,30.6,36.1,22.2,11.1,35,14.3,51.4,22.9,11.4
123469303,"Montgomery",23,"WISSAHICKON SD",4,"Hispanic",14,57.1,7.1,21.4,14.3,14,42.9,28.6,14.3,14.3
123469303,"Montgomery",23,"WISSAHICKON SD",4,"Asian",39,87.2,10.3,2.6,0.0,39,71.8,20.5,5.1,2.6
123469303,"Montgomery",23,"WISSAHICKON SD",5,"All Students",342,70.5,19.9,8.2,1.5,341,35.8,45.7,12.0,6.5
123469303,"Montgomery",23,"WISSAHICKON SD",5,"IEP",60,28.3,33.3,31.7,6.7,60,6.7,38.3,25.0,30.0
123469303,"Montgomery",23,"WISSAHICKON SD",5,"ELL",17,35.3,35.3,17.6,11.8,17,17.6,11.8,47.1,23.5
123469303,"Montgomery",23,"WISSAHICKON SD",5,"Economically Disadvantaged",36,30.6,30.6,33.3,5.6,35,8.6,34.3,34.3,22.9
123469303,"Montgomery",23,"WISSAHICKON SD",5,"Male",157,70.7,17.2,10.2,1.9,157,33.1,47.1,9.6,10.2
123469303,"Montgomery",23,"WISSAHICKON SD",5,"Female",185,70.3,22.2,6.5,1.1,184,38.0,44.6,14.1,3.3
123469303,"Montgomery",23,"WISSAHICKON SD",5,"White",237,75.5,18.6,5.1,0.8,236,36.9,50.4,8.5,4.2
123469303,"Montgomery",23,"WISSAHICKON SD",5,"Black",42,47.6,21.4,28.6,2.4,42,19.0,45.2,19.0,16.7
123469303,"Montgomery",23,"WISSAHICKON SD",5,"Hispanic",17,47.1,41.2,5.9,5.9,17,23.5,29.4,35.3,11.8
123469303,"Montgomery",23,"WISSAHICKON SD",5,"Asian",45,75.6,15.6,6.7,2.2,45,51.1,28.9,13.3,6.7
123469303,"Montgomery",23,"WISSAHICKON SD",6,"All Students",346,65.6,22.0,8.7,3.8,346,54.0,27.5,11.3,7.2
123469303,"Montgomery",23,"WISSAHICKON SD",6,"IEP",53,13.2,32.1,34.0,20.8,53,3.8,30.2,26.4,39.6
123469303,"Montgomery",23,"WISSAHICKON SD",6,"Economically Disadvantaged",39,23.1,35.9,23.1,17.9,39,23.1,25.6,25.6,25.6
123469303,"Montgomery",23,"WISSAHICKON SD",6,"Male",174,65.5,20.7,9.8,4.0,174,51.1,28.2,12.1,8.6
123469303,"Montgomery",23,"WISSAHICKON SD",6,"Female",172,65.7,23.3,7.6,3.5,172,57.0,26.7,10.5,5.8
123469303,"Montgomery",23,"WISSAHICKON SD",6,"White",233,73.4,20.6,4.3,1.7,233,60.9,28.8,6.9,3.4
123469303,"Montgomery",23,"WISSAHICKON SD",6,"Black",53,30.2,30.2,26.4,13.2,53,30.2,20.8,30.2,18.9
123469303,"Montgomery",23,"WISSAHICKON SD",6,"Hispanic",14,50.0,14.3,28.6,7.1,14,50.0,21.4,0.0,28.6
123469303,"Montgomery",23,"WISSAHICKON SD",6,"Asian",46,71.7,21.7,4.3,2.2,46,47.8,30.4,15.2,6.5
123469303,"Montgomery",23,"WISSAHICKON SD",7,"All Students",346,72.3,16.2,9.2,2.3,346,66.2,23.4,8.1,2.3
123469303,"Montgomery",23,"WISSAHICKON SD",7,"IEP",43,30.2,20.9,34.9,14.0,43,25.6,34.9,27.9,11.6
123469303,"Montgomery",23,"WISSAHICKON SD",7,"ELL",11,27.3,9.1,45.5,18.2,11,0.0,27.3,45.5,27.3
123469303,"Montgomery",23,"WISSAHICKON SD",7,"Economically Disadvantaged",35,25.7,34.3,28.6,11.4,35,34.3,34.3,17.1,14.3
123469303,"Montgomery",23,"WISSAHICKON SD",7,"Male",180,72.8,16.7,7.8,2.8,180,61.1,24.4,10.6,3.9
123469303,"Montgomery",23,"WISSAHICKON SD",7,"Female",166,71.7,15.7,10.8,1.8,166,71.7,22.3,5.4,0.6
123469303,"Montgomery",23,"WISSAHICKON SD",7,"White",247,76.1,15.0,6.5,2.4,247,72.1,21.9,4.5,1.6
123469303,"Montgomery",23,"WISSAHICKON SD",7,"Black",33,39.4,30.3,30.3,0.0,33,45.5,21.2,30.3,3.0
123469303,"Montgomery",23,"WISSAHICKON SD",7,"Hispanic",11,45.5,9.1,27.3,18.2,11,27.3,45.5,9.1,18.2
123469303,"Montgomery",23,"WISSAHICKON SD",7,"Asian",53,81.1,15.1,3.8,0.0,53,60.4,26.4,11.3,1.9
123469303,"Montgomery",23,"WISSAHICKON SD",8,"All Students",369,56.6,27.6,10.0,5.7,369,78.0,11.9,5.4,4.6
123469303,"Montgomery",23,"WISSAHICKON SD",8,"IEP",62,9.7,27.4,32.3,30.6,62,25.8,25.8,25.8,22.6
123469303,"Montgomery",23,"WISSAHICKON SD",8,"Economically Disadvantaged",39,20.5,33.3,28.2,17.9,39,41.0,25.6,23.1,10.3
123469303,"Montgomery",23,"WISSAHICKON SD",8,"Male",176,58.5,22.7,11.9,6.8,176,71.0,13.6,8.5,6.8
123469303,"Montgomery",23,"WISSAHICKON SD",8,"Female",193,54.9,32.1,8.3,4.7,193,84.5,10.4,2.6,2.6
123469303,"Montgomery",23,"WISSAHICKON SD",8,"White",248,59.3,29.0,8.5,3.2,248,84.3,10.9,3.2,1.6
123469303,"Montgomery",23,"WISSAHICKON SD",8,"Black",56,32.1,28.6,19.6,19.6,56,51.8,16.1,16.1,16.1
123469303,"Montgomery",23,"WISSAHICKON SD",8,"Hispanic",13,30.8,46.2,15.4,7.7,13,53.8,23.1,23.1,0.0
123469303,"Montgomery",23,"WISSAHICKON SD",8,"Asian",51,78.4,15.7,3.9,2.0,51,82.4,9.8,0.0,7.8
123469303,"Montgomery",23,"WISSAHICKON SD",11,"All Students",354,39.5,29.7,16.9,13.8,353,52.1,29.2,11.3,7.4
123469303,"Montgomery",23,"WISSAHICKON SD",11,"IEP",61,4.9,11.5,31.1,52.5,61,14.8,29.5,26.2,29.5
123469303,"Montgomery",23,"WISSAHICKON SD",11,"Economically Disadvantaged",32,6.3,37.5,40.6,15.6,32,40.6,40.6,6.3,12.5
123469303,"Montgomery",23,"WISSAHICKON SD",11,"Male",194,41.8,30.4,16.5,11.3,194,45.4,33.5,12.9,8.2
123469303,"Montgomery",23,"WISSAHICKON SD",11,"Female",160,36.9,28.8,17.5,16.9,159,60.4,23.9,9.4,6.3
123469303,"Montgomery",23,"WISSAHICKON SD",11,"White",223,41.3,32.3,15.7,10.8,222,56.8,28.4,8.6,6.3
123469303,"Montgomery",23,"WISSAHICKON SD",11,"Black",64,10.9,29.7,25.0,34.4,64,26.6,43.8,17.2,12.5
123469303,"Montgomery",23,"WISSAHICKON SD",11,"Hispanic",11,18.2,18.2,45.5,18.2,11,36.4,36.4,18.2,9.1
123469303,"Montgomery",23,"WISSAHICKON SD",11,"Asian",56,69.6,21.4,7.1,1.8,56,66.1,14.3,14.3,5.4
116471803,"Montour",16,"DANVILLE AREA SD",3,"All Students",159,47.8,39.6,11.9,0.6,159,28.3,53.5,10.7,7.5
116471803,"Montour",16,"DANVILLE AREA SD",3,"IEP",26,57.7,26.9,15.4,0.0,26,38.5,42.3,11.5,7.7
116471803,"Montour",16,"DANVILLE AREA SD",3,"Economically Disadvantaged",38,36.8,39.5,21.1,2.6,38,13.2,55.3,21.1,10.5
116471803,"Montour",16,"DANVILLE AREA SD",3,"Male",82,50.0,37.8,11.0,1.2,82,25.6,58.5,11.0,4.9
116471803,"Montour",16,"DANVILLE AREA SD",3,"Female",77,45.5,41.6,13.0,0.0,77,31.2,48.1,10.4,10.4
116471803,"Montour",16,"DANVILLE AREA SD",3,"White",140,48.6,40.0,10.7,0.7,140,29.3,52.1,11.4,7.1
116471803,"Montour",16,"DANVILLE AREA SD",4,"All Students",159,62.9,29.6,2.5,5.0,160,45.0,39.4,9.4,6.3
116471803,"Montour",16,"DANVILLE AREA SD",4,"IEP",23,56.5,13.0,4.3,26.1,24,33.3,37.5,12.5,16.7
116471803,"Montour",16,"DANVILLE AREA SD",4,"Economically Disadvantaged",45,55.6,31.1,4.4,8.9,45,26.7,42.2,17.8,13.3
116471803,"Montour",16,"DANVILLE AREA SD",4,"Male",76,64.5,30.3,1.3,3.9,77,42.9,42.9,10.4,3.9
116471803,"Montour",16,"DANVILLE AREA SD",4,"Female",83,61.4,28.9,3.6,6.0,83,47.0,36.1,8.4,8.4
116471803,"Montour",16,"DANVILLE AREA SD",4,"White",151,63.6,29.1,2.6,4.6,152,44.7,39.5,9.2,6.6
116471803,"Montour",16,"DANVILLE AREA SD",5,"All Students",156,50.0,23.7,19.9,6.4,156,37.8,42.9,10.9,8.3
116471803,"Montour",16,"DANVILLE AREA SD",5,"IEP",29,41.4,20.7,31.0,6.9,29,41.4,37.9,10.3,10.3
116471803,"Montour",16,"DANVILLE AREA SD",5,"Economically Disadvantaged",38,34.2,15.8,36.8,13.2,38,13.2,44.7,21.1,21.1
116471803,"Montour",16,"DANVILLE AREA SD",5,"Male",79,51.9,21.5,16.5,10.1,79,36.7,41.8,10.1,11.4
116471803,"Montour",16,"DANVILLE AREA SD",5,"Female",77,48.1,26.0,23.4,2.6,77,39.0,44.2,11.7,5.2
116471803,"Montour",16,"DANVILLE AREA SD",5,"White",142,50.7,24.6,18.3,6.3,142,38.0,42.3,11.3,8.5
116471803,"Montour",16,"DANVILLE AREA SD",6,"All Students",149,47.0,27.5,14.1,11.4,149,42.3,28.9,17.4,11.4
116471803,"Montour",16,"DANVILLE AREA SD",6,"IEP",24,41.7,25.0,16.7,16.7,24,29.2,29.2,25.0,16.7
116471803,"Montour",16,"DANVILLE AREA SD",6,"Economically Disadvantaged",24,29.2,20.8,25.0,25.0,24,16.7,33.3,20.8,29.2
116471803,"Montour",16,"DANVILLE AREA SD",6,"Male",74,41.9,28.4,14.9,14.9,74,35.1,23.0,25.7,16.2
116471803,"Montour",16,"DANVILLE AREA SD",6,"Female",75,52.0,26.7,13.3,8.0,75,49.3,34.7,9.3,6.7
116471803,"Montour",16,"DANVILLE AREA SD",6,"White",142,49.3,26.8,12.7,11.3,142,44.4,27.5,17.6,10.6
116471803,"Montour",16,"DANVILLE AREA SD",7,"All Students",173,48.6,28.3,11.6,11.6,172,46.5,30.8,14.0,8.7
116471803,"Montour",16,"DANVILLE AREA SD",7,"IEP",36,44.4,25.0,8.3,22.2,35,34.3,34.3,20.0,11.4
116471803,"Montour",16,"DANVILLE AREA SD",7,"Economically Disadvantaged",36,25.0,30.6,16.7,27.8,36,27.8,27.8,25.0,19.4
116471803,"Montour",16,"DANVILLE AREA SD",7,"Male",101,49.5,22.8,13.9,13.9,100,40.0,31.0,16.0,13.0
116471803,"Montour",16,"DANVILLE AREA SD",7,"Female",72,47.2,36.1,8.3,8.3,72,55.6,30.6,11.1,2.8
116471803,"Montour",16,"DANVILLE AREA SD",7,"White",162,46.9,29.6,11.7,11.7,161,46.6,31.1,13.7,8.7
116471803,"Montour",16,"DANVILLE AREA SD",8,"All Students",169,71.6,17.8,3.6,7.1,169,63.9,26.0,4.1,5.9
116471803,"Montour",16,"DANVILLE AREA SD",8,"IEP",31,71.0,25.8,0.0,3.2,31,61.3,32.3,3.2,3.2
116471803,"Montour",16,"DANVILLE AREA SD",8,"Economically Disadvantaged",33,45.5,27.3,9.1,18.2,33,27.3,42.4,18.2,12.1
116471803,"Montour",16,"DANVILLE AREA SD",8,"Male",86,77.9,14.0,1.2,7.0,86,59.3,31.4,3.5,5.8
116471803,"Montour",16,"DANVILLE AREA SD",8,"Female",82,64.6,22.0,6.1,7.3,82,68.3,20.7,4.9,6.1
116471803,"Montour",16,"DANVILLE AREA SD",8,"White",156,72.4,16.0,3.8,7.7,156,64.1,26.3,3.2,6.4
116471803,"Montour",16,"DANVILLE AREA SD",11,"All Students",202,26.7,36.1,20.3,16.8,202,38.1,30.7,14.4,16.8
116471803,"Montour",16,"DANVILLE AREA SD",11,"IEP",36,25.0,36.1,19.4,19.4,36,44.4,33.3,2.8,19.4
116471803,"Montour",16,"DANVILLE AREA SD",11,"Economically Disadvantaged",27,0.0,48.1,22.2,29.6,27,14.8,29.6,25.9,29.6
116471803,"Montour",16,"DANVILLE AREA SD",11,"Male",107,29.9,35.5,15.9,18.7,107,36.4,29.9,13.1,20.6
116471803,"Montour",16,"DANVILLE AREA SD",11,"Female",95,23.2,36.8,25.3,14.7,95,40.0,31.6,15.8,12.6
116471803,"Montour",16,"DANVILLE AREA SD",11,"White",194,26.8,37.1,20.1,16.0,194,38.1,30.9,14.4,16.5
120480803,"Northampton",20,"BANGOR AREA SD",3,"All Students",217,41.5,40.1,14.3,4.1,217,29.0,52.5,7.4,11.1
120480803,"Northampton",20,"BANGOR AREA SD",3,"IEP",25,28.0,36.0,20.0,16.0,25,8.0,40.0,8.0,44.0
