"The 2011 PSSA Writing District Level Proficiency Results*",,,,,,,,,
"*Full Academic Year Students; No PASA/PSSA-M Scores. Data for groups with 10 or fewer students were replaced by blanks. Percentages were rounded to the nearest tenth. Proficiency percentages may not add up to 100 due to rounding.",,,,,,,,,
,,,,,,,,,
"AUN","County","District","Grade","Group","Number Scored Writing","% Advanced Writing","% Proficient Writing","% Basic Writing","% Below Basic Writing"
123461602,"Montgomery","COLONIAL SD",11,"All Students",387,27.4,64.6,7.5,0.5
123461602,"Montgomery","COLONIAL SD",11,"Male",200,18.0,68.0,13.0,1.0
123461602,"Montgomery","COLONIAL SD",11,"Female",187,37.4,61.0,1.6,0.0
123461602,"Montgomery","COLONIAL SD",11,"White",314,29.0,64.0,6.4,0.6
123461602,"Montgomery","COLONIAL SD",11,"Black",36,13.9,69.4,16.7,0.0
123461602,"Montgomery","COLONIAL SD",11,"Hispanic",8,,,,
123461602,"Montgomery","COLONIAL SD",11,"Asian",20,25.0,65.0,10.0,0.0
123461602,"Montgomery","COLONIAL SD",11,"Native American",0,,,,
123461602,"Montgomery","COLONIAL SD",11,"Multi-Ethnic",9,,,,
123461602,"Montgomery","COLONIAL SD",11,"IEP",45,2.2,62.2,33.3,2.2
123461602,"Montgomery","COLONIAL SD",11,"ELL",3,,,,
123461602,"Montgomery","COLONIAL SD",11,"Economically Disadvantaged",62,11.3,75.8,12.9,0.0
123463603,"Montgomery","HATBORO-HORSHAM SD",5,"All Students",370,4.1,83.8,12.2,0.0
123463603,"Montgomery","HATBORO-HORSHAM SD",5,"Male",185,3.2,80.5,16.2,0.0
123463603,"Montgomery","HATBORO-HORSHAM SD",5,"Female",185,4.9,87.0,8.1,0.0
123463603,"Montgomery","HATBORO-HORSHAM SD",5,"White",314,4.1,84.4,11.5,0.0
123463603,"Montgomery","HATBORO-HORSHAM SD",5,"Black",11,0.0,81.8,18.2,0.0
123463603,"Montgomery","HATBORO-HORSHAM SD",5,"Hispanic",16,0.0,75.0,25.0,0.0
123463603,"Montgomery","HATBORO-HORSHAM SD",5,"Asian",20,5.0,85.0,10.0,0.0
123463603,"Montgomery","HATBORO-HORSHAM SD",5,"Native American",0,,,,
123463603,"Montgomery","HATBORO-HORSHAM SD",5,"Multi-Ethnic",9,,,,
123463603,"Montgomery","HATBORO-HORSHAM SD",5,"IEP",78,0.0,66.7,33.3,0.0
123463603,"Montgomery","HATBORO-HORSHAM SD",5,"ELL",5,,,,
123463603,"Montgomery","HATBORO-HORSHAM SD",5,"Economically Disadvantaged",55,9.1,74.5,16.4,0.0
123463603,"Montgomery","HATBORO-HORSHAM SD",8,"All Students",391,13.0,77.5,9.0,0.5
123463603,"Montgomery","HATBORO-HORSHAM SD",8,"Male",190,8.9,76.8,13.7,0.5
123463603,"Montgomery","HATBORO-HORSHAM SD",8,"Female",201,16.9,78.1,4.5,0.5
123463603,"Montgomery","HATBORO-HORSHAM SD",8,"White",318,14.5,77.4,7.9,0.3
123463603,"Montgomery","HATBORO-HORSHAM SD",8,"Black",27,3.7,70.4,22.2,3.7
123463603,"Montgomery","HATBORO-HORSHAM SD",8,"Hispanic",6,,,,
123463603,"Montgomery","HATBORO-HORSHAM SD",8,"Asian",34,8.8,85.3,5.9,0.0
123463603,"Montgomery","HATBORO-HORSHAM SD",8,"Native American",0,,,,
123463603,"Montgomery","HATBORO-HORSHAM SD",8,"Multi-Ethnic",6,,,,
123463603,"Montgomery","HATBORO-HORSHAM SD",8,"IEP",53,3.8,56.6,35.8,3.8
123463603,"Montgomery","HATBORO-HORSHAM SD",8,"ELL",1,,,,
123463603,"Montgomery","HATBORO-HORSHAM SD",8,"Economically Disadvantaged",52,5.8,65.4,25.0,3.8
123463603,"Montgomery","HATBORO-HORSHAM SD",11,"All Students",417,29.3,64.5,6.0,0.2
123463603,"Montgomery","HATBORO-HORSHAM SD",11,"Male",204,18.6,73.5,7.4,0.5
123463603,"Montgomery","HATBORO-HORSHAM SD",11,"Female",213,39.4,55.9,4.7,0.0
123463603,"Montgomery","HATBORO-HORSHAM SD",11,"White",352,29.8,64.2,5.7,0.3
123463603,"Montgomery","HATBORO-HORSHAM SD",11,"Black",22,9.1,72.7,18.2,0.0
123463603,"Montgomery","HATBORO-HORSHAM SD",11,"Hispanic",6,,,,
123463603,"Montgomery","HATBORO-HORSHAM SD",11,"Asian",35,42.9,54.3,2.9,0.0
123463603,"Montgomery","HATBORO-HORSHAM SD",11,"Native American",0,,,,
123463603,"Montgomery","HATBORO-HORSHAM SD",11,"Multi-Ethnic",2,,,,
123463603,"Montgomery","HATBORO-HORSHAM SD",11,"IEP",43,4.7,55.8,37.2,2.3
123463603,"Montgomery","HATBORO-HORSHAM SD",11,"ELL",0,,,,
123463603,"Montgomery","HATBORO-HORSHAM SD",11,"Economically Disadvantaged",34,26.5,67.6,5.9,0.0
123463803,"Montgomery","JENKINTOWN SD",5,"All Students",30,10.0,86.7,3.3,0.0
123463803,"Montgomery","JENKINTOWN SD",5,"Male",15,20.0,73.3,6.7,0.0
123463803,"Montgomery","JENKINTOWN SD",5,"Female",15,0.0,100.0,0.0,0.0
123463803,"Montgomery","JENKINTOWN SD",5,"White",25,12.0,88.0,0.0,0.0
123463803,"Montgomery","JENKINTOWN SD",5,"Black",2,,,,
123463803,"Montgomery","JENKINTOWN SD",5,"Hispanic",2,,,,
123463803,"Montgomery","JENKINTOWN SD",5,"Asian",0,,,,
123463803,"Montgomery","JENKINTOWN SD",5,"Native American",0,,,,
123463803,"Montgomery","JENKINTOWN SD",5,"Multi-Ethnic",1,,,,
123463803,"Montgomery","JENKINTOWN SD",5,"IEP",4,,,,
123463803,"Montgomery","JENKINTOWN SD",5,"ELL",0,,,,
123463803,"Montgomery","JENKINTOWN SD",5,"Economically Disadvantaged",3,,,,
123463803,"Montgomery","JENKINTOWN SD",8,"All Students",39,28.2,66.7,5.1,0.0
123463803,"Montgomery","JENKINTOWN SD",8,"Male",21,38.1,52.4,9.5,0.0
123463803,"Montgomery","JENKINTOWN SD",8,"Female",18,16.7,83.3,0.0,0.0
123463803,"Montgomery","JENKINTOWN SD",8,"White",33,33.3,60.6,6.1,0.0
123463803,"Montgomery","JENKINTOWN SD",8,"Black",3,,,,
123463803,"Montgomery","JENKINTOWN SD",8,"Hispanic",2,,,,
123463803,"Montgomery","JENKINTOWN SD",8,"Asian",0,,,,
123463803,"Montgomery","JENKINTOWN SD",8,"Native American",0,,,,
123463803,"Montgomery","JENKINTOWN SD",8,"Multi-Ethnic",1,,,,
123463803,"Montgomery","JENKINTOWN SD",8,"IEP",2,,,,
123463803,"Montgomery","JENKINTOWN SD",8,"ELL",0,,,,
123463803,"Montgomery","JENKINTOWN SD",8,"Economically Disadvantaged",5,,,,
123463803,"Montgomery","JENKINTOWN SD",11,"All Students",48,25.0,68.8,6.3,0.0
123463803,"Montgomery","JENKINTOWN SD",11,"Male",26,26.9,61.5,11.5,0.0
123463803,"Montgomery","JENKINTOWN SD",11,"Female",22,22.7,77.3,0.0,0.0
123463803,"Montgomery","JENKINTOWN SD",11,"White",43,25.6,69.8,4.7,0.0
123463803,"Montgomery","JENKINTOWN SD",11,"Black",2,,,,
123463803,"Montgomery","JENKINTOWN SD",11,"Hispanic",1,,,,
123463803,"Montgomery","JENKINTOWN SD",11,"Asian",0,,,,
123463803,"Montgomery","JENKINTOWN SD",11,"Native American",0,,,,
123463803,"Montgomery","JENKINTOWN SD",11,"Multi-Ethnic",2,,,,
123463803,"Montgomery","JENKINTOWN SD",11,"IEP",5,,,,
123463803,"Montgomery","JENKINTOWN SD",11,"ELL",0,,,,
123463803,"Montgomery","JENKINTOWN SD",11,"Economically Disadvantaged",3,,,,
123464502,"Montgomery","LOWER MERION SD",5,"All Students",533,6.2,80.7,12.9,0.2
123464502,"Montgomery","LOWER MERION SD",5,"Male",238,2.5,80.3,16.8,0.4
123464502,"Montgomery","LOWER MERION SD",5,"Female",295,9.2,81.0,9.8,0.0
123464502,"Montgomery","LOWER MERION SD",5,"White",434,6.9,81.3,11.5,0.2
123464502,"Montgomery","LOWER MERION SD",5,"Black",29,0.0,62.1,37.9,0.0
123464502,"Montgomery","LOWER MERION SD",5,"Hispanic",9,,,,
123464502,"Montgomery","LOWER MERION SD",5,"Asian",55,5.5,83.6,10.9,0.0
123464502,"Montgomery","LOWER MERION SD",5,"Native American",1,,,,
123464502,"Montgomery","LOWER MERION SD",5,"Multi-Ethnic",5,,,,
123464502,"Montgomery","LOWER MERION SD",5,"IEP",86,1.2,64.0,33.7,1.2
123464502,"Montgomery","LOWER MERION SD",5,"ELL",8,,,,
123464502,"Montgomery","LOWER MERION SD",5,"Economically Disadvantaged",38,0.0,65.8,34.2,0.0
123464502,"Montgomery","LOWER MERION SD",8,"All Students",514,21.0,66.5,12.3,0.2
123464502,"Montgomery","LOWER MERION SD",8,"Male",258,14.0,70.2,15.5,0.4
123464502,"Montgomery","LOWER MERION SD",8,"Female",256,28.1,62.9,9.0,0.0
123464502,"Montgomery","LOWER MERION SD",8,"White",406,22.7,67.2,9.9,0.2
123464502,"Montgomery","LOWER MERION SD",8,"Black",53,11.3,54.7,34.0,0.0
123464502,"Montgomery","LOWER MERION SD",8,"Hispanic",7,,,,
123464502,"Montgomery","LOWER MERION SD",8,"Asian",46,17.4,78.3,4.3,0.0
123464502,"Montgomery","LOWER MERION SD",8,"Native American",0,,,,
123464502,"Montgomery","LOWER MERION SD",8,"Multi-Ethnic",2,,,,
123464502,"Montgomery","LOWER MERION SD",8,"IEP",87,8.0,56.3,34.5,1.1
123464502,"Montgomery","LOWER MERION SD",8,"ELL",6,,,,
123464502,"Montgomery","LOWER MERION SD",8,"Economically Disadvantaged",38,2.6,57.9,39.5,0.0
123464502,"Montgomery","LOWER MERION SD",11,"All Students",515,37.5,56.7,5.2,0.6
123464502,"Montgomery","LOWER MERION SD",11,"Male",269,32.7,59.5,7.4,0.4
123464502,"Montgomery","LOWER MERION SD",11,"Female",246,42.7,53.7,2.8,0.8
123464502,"Montgomery","LOWER MERION SD",11,"White",408,41.4,53.7,4.2,0.7
123464502,"Montgomery","LOWER MERION SD",11,"Black",58,8.6,74.1,17.2,0.0
123464502,"Montgomery","LOWER MERION SD",11,"Hispanic",12,25.0,75.0,0.0,0.0
123464502,"Montgomery","LOWER MERION SD",11,"Asian",33,45.5,54.5,0.0,0.0
123464502,"Montgomery","LOWER MERION SD",11,"Native American",2,,,,
123464502,"Montgomery","LOWER MERION SD",11,"Multi-Ethnic",2,,,,
123464502,"Montgomery","LOWER MERION SD",11,"IEP",64,6.3,65.6,23.4,4.7
123464502,"Montgomery","LOWER MERION SD",11,"ELL",3,,,,
123464502,"Montgomery","LOWER MERION SD",11,"Economically Disadvantaged",45,11.1,64.4,24.4,0.0
123464603,"Montgomery","LOWER MORELAND TOWNSHIP SD",5,"All Students",156,4.5,91.7,3.8,0.0
123464603,"Montgomery","LOWER MORELAND TOWNSHIP SD",5,"Male",70,1.4,94.3,4.3,0.0
123464603,"Montgomery","LOWER MORELAND TOWNSHIP SD",5,"Female",86,7.0,89.5,3.5,0.0
123464603,"Montgomery","LOWER MORELAND TOWNSHIP SD",5,"White",126,4.0,91.3,4.8,0.0
123464603,"Montgomery","LOWER MORELAND TOWNSHIP SD",5,"Black",1,,,,
123464603,"Montgomery","LOWER MORELAND TOWNSHIP SD",5,"Hispanic",4,,,,
123464603,"Montgomery","LOWER MORELAND TOWNSHIP SD",5,"Asian",25,8.0,92.0,0.0,0.0
123464603,"Montgomery","LOWER MORELAND TOWNSHIP SD",5,"Native American",0,,,,
123464603,"Montgomery","LOWER MORELAND TOWNSHIP SD",5,"Multi-Ethnic",0,,,,
123464603,"Montgomery","LOWER MORELAND TOWNSHIP SD",5,"IEP",19,0.0,78.9,21.1,0.0
123464603,"Montgomery","LOWER MORELAND TOWNSHIP SD",5,"ELL",3,,,,
123464603,"Montgomery","LOWER MORELAND TOWNSHIP SD",5,"Economically Disadvantaged",6,,,,
123464603,"Montgomery","LOWER MORELAND TOWNSHIP SD",8,"All Students",157,31.8,67.5,0.6,0.0
123464603,"Montgomery","LOWER MORELAND TOWNSHIP SD",8,"Male",72,19.4,79.2,1.4,0.0
123464603,"Montgomery","LOWER MORELAND TOWNSHIP SD",8,"Female",85,42.4,57.6,0.0,0.0
123464603,"Montgomery","LOWER MORELAND TOWNSHIP SD",8,"White",129,31.8,67.4,0.8,0.0
123464603,"Montgomery","LOWER MORELAND TOWNSHIP SD",8,"Black",2,,,,
123464603,"Montgomery","LOWER MORELAND TOWNSHIP SD",8,"Hispanic",0,,,,
123464603,"Montgomery","LOWER MORELAND TOWNSHIP SD",8,"Asian",22,36.4,63.6,0.0,0.0
123464603,"Montgomery","LOWER MORELAND TOWNSHIP SD",8,"Native American",0,,,,
123464603,"Montgomery","LOWER MORELAND TOWNSHIP SD",8,"Multi-Ethnic",4,,,,
123464603,"Montgomery","LOWER MORELAND TOWNSHIP SD",8,"IEP",22,0.0,95.5,4.5,0.0
123464603,"Montgomery","LOWER MORELAND TOWNSHIP SD",8,"ELL",0,,,,
123464603,"Montgomery","LOWER MORELAND TOWNSHIP SD",8,"Economically Disadvantaged",3,,,,
123464603,"Montgomery","LOWER MORELAND TOWNSHIP SD",11,"All Students",171,59.1,39.8,1.2,0.0
123464603,"Montgomery","LOWER MORELAND TOWNSHIP SD",11,"Male",92,59.8,39.1,1.1,0.0
123464603,"Montgomery","LOWER MORELAND TOWNSHIP SD",11,"Female",79,58.2,40.5,1.3,0.0
123464603,"Montgomery","LOWER MORELAND TOWNSHIP SD",11,"White",146,60.3,38.4,1.4,0.0
123464603,"Montgomery","LOWER MORELAND TOWNSHIP SD",11,"Black",0,,,,
123464603,"Montgomery","LOWER MORELAND TOWNSHIP SD",11,"Hispanic",4,,,,
123464603,"Montgomery","LOWER MORELAND TOWNSHIP SD",11,"Asian",21,52.4,47.6,0.0,0.0
123464603,"Montgomery","LOWER MORELAND TOWNSHIP SD",11,"Native American",0,,,,
123464603,"Montgomery","LOWER MORELAND TOWNSHIP SD",11,"Multi-Ethnic",0,,,,
123464603,"Montgomery","LOWER MORELAND TOWNSHIP SD",11,"IEP",25,36.0,56.0,8.0,0.0
123464603,"Montgomery","LOWER MORELAND TOWNSHIP SD",11,"ELL",2,,,,
123464603,"Montgomery","LOWER MORELAND TOWNSHIP SD",11,"Economically Disadvantaged",5,,,,
123465303,"Montgomery","METHACTON SD",5,"All Students",372,5.1,79.0,14.5,1.3
123465303,"Montgomery","METHACTON SD",5,"Male",192,3.1,72.9,22.4,1.6
123465303,"Montgomery","METHACTON SD",5,"Female",180,7.2,85.6,6.1,1.1
123465303,"Montgomery","METHACTON SD",5,"White",275,4.7,78.9,14.9,1.5
123465303,"Montgomery","METHACTON SD",5,"Black",17,0.0,76.5,17.6,5.9
123465303,"Montgomery","METHACTON SD",5,"Hispanic",8,,,,
123465303,"Montgomery","METHACTON SD",5,"Asian",60,8.3,81.7,10.0,0.0
123465303,"Montgomery","METHACTON SD",5,"Native American",0,,,,
123465303,"Montgomery","METHACTON SD",5,"Multi-Ethnic",12,8.3,75.0,16.7,0.0
123465303,"Montgomery","METHACTON SD",5,"IEP",70,1.4,51.4,40.0,7.1
123465303,"Montgomery","METHACTON SD",5,"ELL",7,,,,
123465303,"Montgomery","METHACTON SD",5,"Economically Disadvantaged",36,2.8,63.9,25.0,8.3
123465303,"Montgomery","METHACTON SD",8,"All Students",411,16.1,68.9,14.6,0.5
123465303,"Montgomery","METHACTON SD",8,"Male",200,12.5,66.0,20.5,1.0
123465303,"Montgomery","METHACTON SD",8,"Female",211,19.4,71.6,9.0,0.0
123465303,"Montgomery","METHACTON SD",8,"White",299,14.0,72.2,13.4,0.3
123465303,"Montgomery","METHACTON SD",8,"Black",16,6.3,56.3,37.5,0.0
123465303,"Montgomery","METHACTON SD",8,"Hispanic",9,,,,
123465303,"Montgomery","METHACTON SD",8,"Asian",70,31.4,55.7,12.9,0.0
123465303,"Montgomery","METHACTON SD",8,"Native American",0,,,,
123465303,"Montgomery","METHACTON SD",8,"Multi-Ethnic",17,0.0,88.2,5.9,5.9
123465303,"Montgomery","METHACTON SD",8,"IEP",59,1.7,45.8,49.2,3.4
123465303,"Montgomery","METHACTON SD",8,"ELL",4,,,,
123465303,"Montgomery","METHACTON SD",8,"Economically Disadvantaged",23,8.7,56.5,34.8,0.0
123465303,"Montgomery","METHACTON SD",11,"All Students",429,28.4,62.9,8.4,0.2
123465303,"Montgomery","METHACTON SD",11,"Male",236,23.7,64.4,11.4,0.4
123465303,"Montgomery","METHACTON SD",11,"Female",193,34.2,61.1,4.7,0.0
123465303,"Montgomery","METHACTON SD",11,"White",337,24.6,66.8,8.3,0.3
123465303,"Montgomery","METHACTON SD",11,"Black",12,25.0,41.7,33.3,0.0
123465303,"Montgomery","METHACTON SD",11,"Hispanic",10,,,,
123465303,"Montgomery","METHACTON SD",11,"Asian",57,54.4,43.9,1.8,0.0
123465303,"Montgomery","METHACTON SD",11,"Native American",2,,,,
123465303,"Montgomery","METHACTON SD",11,"Multi-Ethnic",11,36.4,54.5,9.1,0.0
123465303,"Montgomery","METHACTON SD",11,"IEP",56,5.4,60.7,32.1,1.8
123465303,"Montgomery","METHACTON SD",11,"ELL",4,,,,
123465303,"Montgomery","METHACTON SD",11,"Economically Disadvantaged",15,13.3,80.0,6.7,0.0
123465602,"Montgomery","NORRISTOWN SD",5,"All Students",468,0.2,41.0,53.6,5.1
123465602,"Montgomery","NORRISTOWN SD",5,"Male",254,0.4,35.0,58.3,6.3
123465602,"Montgomery","NORRISTOWN SD",5,"Female",214,0.0,48.1,48.1,3.7
123465602,"Montgomery","NORRISTOWN SD",5,"White",115,0.9,59.1,39.1,0.9
123465602,"Montgomery","NORRISTOWN SD",5,"Black",225,0.0,38.2,56.0,5.8
123465602,"Montgomery","NORRISTOWN SD",5,"Hispanic",107,0.0,24.3,67.3,8.4
123465602,"Montgomery","NORRISTOWN SD",5,"Asian",8,,,,
123465602,"Montgomery","NORRISTOWN SD",5,"Native American",1,,,,
123465602,"Montgomery","NORRISTOWN SD",5,"Multi-Ethnic",12,0.0,58.3,33.3,8.3
123465602,"Montgomery","NORRISTOWN SD",5,"IEP",90,0.0,11.1,70.0,18.9
123465602,"Montgomery","NORRISTOWN SD",5,"ELL",49,0.0,12.2,69.4,18.4
123465602,"Montgomery","NORRISTOWN SD",5,"Economically Disadvantaged",343,0.0,34.1,59.5,6.4
123465602,"Montgomery","NORRISTOWN SD",8,"All Students",441,2.5,50.6,39.7,7.3
123465602,"Montgomery","NORRISTOWN SD",8,"Male",235,0.4,44.3,43.4,11.9
123465602,"Montgomery","NORRISTOWN SD",8,"Female",206,4.9,57.8,35.4,1.9
123465602,"Montgomery","NORRISTOWN SD",8,"White",114,4.4,61.4,28.9,5.3
123465602,"Montgomery","NORRISTOWN SD",8,"Black",231,0.9,48.1,42.0,9.1
123465602,"Montgomery","NORRISTOWN SD",8,"Hispanic",86,3.5,40.7,51.2,4.7
123465602,"Montgomery","NORRISTOWN SD",8,"Asian",5,,,,
123465602,"Montgomery","NORRISTOWN SD",8,"Native American",0,,,,
123465602,"Montgomery","NORRISTOWN SD",8,"Multi-Ethnic",5,,,,
123465602,"Montgomery","NORRISTOWN SD",8,"IEP",108,0.0,20.4,55.6,24.1
123465602,"Montgomery","NORRISTOWN SD",8,"ELL",23,0.0,26.1,73.9,0.0
123465602,"Montgomery","NORRISTOWN SD",8,"Economically Disadvantaged",290,2.4,45.2,44.5,7.9
123465602,"Montgomery","NORRISTOWN SD",11,"All Students",443,8.8,60.7,28.4,2.0
123465602,"Montgomery","NORRISTOWN SD",11,"Male",228,7.0,56.6,33.8,2.6
123465602,"Montgomery","NORRISTOWN SD",11,"Female",215,10.7,65.1,22.8,1.4
123465602,"Montgomery","NORRISTOWN SD",11,"White",149,17.4,65.1,17.4,0.0
123465602,"Montgomery","NORRISTOWN SD",11,"Black",208,4.3,58.7,33.7,3.4
123465602,"Montgomery","NORRISTOWN SD",11,"Hispanic",74,2.7,59.5,35.1,2.7
123465602,"Montgomery","NORRISTOWN SD",11,"Asian",8,,,,
123465602,"Montgomery","NORRISTOWN SD",11,"Native American",0,,,,
123465602,"Montgomery","NORRISTOWN SD",11,"Multi-Ethnic",4,,,,
123465602,"Montgomery","NORRISTOWN SD",11,"IEP",95,0.0,37.9,55.8,6.3
123465602,"Montgomery","NORRISTOWN SD",11,"ELL",14,0.0,21.4,64.3,14.3
123465602,"Montgomery","NORRISTOWN SD",11,"Economically Disadvantaged",219,4.1,59.8,34.7,1.4
123465702,"Montgomery","NORTH PENN SD",5,"All Students",936,6.2,81.4,12.3,0.1
123465702,"Montgomery","NORTH PENN SD",5,"Male",470,4.9,79.8,15.1,0.2
123465702,"Montgomery","NORTH PENN SD",5,"Female",466,7.5,83.0,9.4,0.0
123465702,"Montgomery","NORTH PENN SD",5,"White",633,6.5,82.1,11.2,0.2
123465702,"Montgomery","NORTH PENN SD",5,"Black",81,3.7,77.8,18.5,0.0
123465702,"Montgomery","NORTH PENN SD",5,"Hispanic",43,2.3,67.4,30.2,0.0
123465702,"Montgomery","NORTH PENN SD",5,"Asian",177,7.3,84.7,7.9,0.0
123465702,"Montgomery","NORTH PENN SD",5,"Native American",0,,,,
123465702,"Montgomery","NORTH PENN SD",5,"Multi-Ethnic",2,,,,
123465702,"Montgomery","NORTH PENN SD",5,"IEP",185,1.6,65.9,32.4,0.0
123465702,"Montgomery","NORTH PENN SD",5,"ELL",12,0.0,58.3,41.7,0.0
123465702,"Montgomery","NORTH PENN SD",5,"Economically Disadvantaged",172,2.3,79.7,18.0,0.0
123465702,"Montgomery","NORTH PENN SD",8,"All Students",995,18.2,70.4,10.7,0.8
123465702,"Montgomery","NORTH PENN SD",8,"Male",503,11.7,71.8,15.1,1.4
123465702,"Montgomery","NORTH PENN SD",8,"Female",492,24.8,68.9,6.1,0.2
123465702,"Montgomery","NORTH PENN SD",8,"White",719,16.8,71.3,11.1,0.7
123465702,"Montgomery","NORTH PENN SD",8,"Black",71,12.7,73.2,11.3,2.8
123465702,"Montgomery","NORTH PENN SD",8,"Hispanic",36,16.7,61.1,22.2,0.0
123465702,"Montgomery","NORTH PENN SD",8,"Asian",165,27.3,67.3,4.8,0.6
123465702,"Montgomery","NORTH PENN SD",8,"Native American",3,,,,
123465702,"Montgomery","NORTH PENN SD",8,"Multi-Ethnic",1,,,,
123465702,"Montgomery","NORTH PENN SD",8,"IEP",180,2.2,61.1,33.3,3.3
123465702,"Montgomery","NORTH PENN SD",8,"ELL",17,0.0,58.8,29.4,11.8
123465702,"Montgomery","NORTH PENN SD",8,"Economically Disadvantaged",186,10.8,64.0,22.6,2.7
123465702,"Montgomery","NORTH PENN SD",11,"All Students",948,37.4,59.6,2.7,0.2
123465702,"Montgomery","NORTH PENN SD",11,"Male",453,29.8,66.0,4.0,0.2
123465702,"Montgomery","NORTH PENN SD",11,"Female",495,44.4,53.7,1.6,0.2
123465702,"Montgomery","NORTH PENN SD",11,"White",685,38.0,59.3,2.5,0.3
123465702,"Montgomery","NORTH PENN SD",11,"Black",57,17.5,78.9,3.5,0.0
123465702,"Montgomery","NORTH PENN SD",11,"Hispanic",35,22.9,74.3,2.9,0.0
123465702,"Montgomery","NORTH PENN SD",11,"Asian",169,45.0,51.5,3.6,0.0
123465702,"Montgomery","NORTH PENN SD",11,"Native American",2,,,,
123465702,"Montgomery","NORTH PENN SD",11,"Multi-Ethnic",0,,,,
123465702,"Montgomery","NORTH PENN SD",11,"IEP",150,11.3,80.0,8.0,0.7
123465702,"Montgomery","NORTH PENN SD",11,"ELL",17,0.0,70.6,29.4,0.0
123465702,"Montgomery","NORTH PENN SD",11,"Economically Disadvantaged",138,23.9,68.8,6.5,0.7
123466103,"Montgomery","PERKIOMEN VALLEY SD",5,"All Students",459,2.8,73.0,23.7,0.4
123466103,"Montgomery","PERKIOMEN VALLEY SD",5,"Male",222,1.4,66.7,31.1,0.9
123466103,"Montgomery","PERKIOMEN VALLEY SD",5,"Female",237,4.2,78.9,16.9,0.0
123466103,"Montgomery","PERKIOMEN VALLEY SD",5,"White",384,2.9,73.4,23.2,0.5
123466103,"Montgomery","PERKIOMEN VALLEY SD",5,"Black",20,0.0,45.0,55.0,0.0
123466103,"Montgomery","PERKIOMEN VALLEY SD",5,"Hispanic",17,0.0,64.7,35.3,0.0
123466103,"Montgomery","PERKIOMEN VALLEY SD",5,"Asian",37,5.4,86.5,8.1,0.0
123466103,"Montgomery","PERKIOMEN VALLEY SD",5,"Native American",1,,,,
123466103,"Montgomery","PERKIOMEN VALLEY SD",5,"Multi-Ethnic",0,,,,
123466103,"Montgomery","PERKIOMEN VALLEY SD",5,"IEP",74,0.0,29.7,68.9,1.4
123466103,"Montgomery","PERKIOMEN VALLEY SD",5,"ELL",0,,,,
123466103,"Montgomery","PERKIOMEN VALLEY SD",5,"Economically Disadvantaged",58,1.7,48.3,46.6,3.4
123466103,"Montgomery","PERKIOMEN VALLEY SD",8,"All Students",481,11.4,72.6,16.0,0.0
123466103,"Montgomery","PERKIOMEN VALLEY SD",8,"Male",228,4.4,69.3,26.3,0.0
123466103,"Montgomery","PERKIOMEN VALLEY SD",8,"Female",253,17.8,75.5,6.7,0.0
123466103,"Montgomery","PERKIOMEN VALLEY SD",8,"White",421,11.6,74.1,14.3,0.0
123466103,"Montgomery","PERKIOMEN VALLEY SD",8,"Black",29,6.9,55.2,37.9,0.0
123466103,"Montgomery","PERKIOMEN VALLEY SD",8,"Hispanic",7,,,,
123466103,"Montgomery","PERKIOMEN VALLEY SD",8,"Asian",24,12.5,70.8,16.7,0.0
123466103,"Montgomery","PERKIOMEN VALLEY SD",8,"Native American",0,,,,
123466103,"Montgomery","PERKIOMEN VALLEY SD",8,"Multi-Ethnic",0,,,,
123466103,"Montgomery","PERKIOMEN VALLEY SD",8,"IEP",50,0.0,42.0,58.0,0.0
123466103,"Montgomery","PERKIOMEN VALLEY SD",8,"ELL",0,,,,
123466103,"Montgomery","PERKIOMEN VALLEY SD",8,"Economically Disadvantaged",43,4.7,67.4,27.9,0.0
123466103,"Montgomery","PERKIOMEN VALLEY SD",11,"All Students",400,27.0,66.3,5.8,1.0
123466103,"Montgomery","PERKIOMEN VALLEY SD",11,"Male",203,19.7,69.0,9.9,1.5
123466103,"Montgomery","PERKIOMEN VALLEY SD",11,"Female",197,34.5,63.5,1.5,0.5
123466103,"Montgomery","PERKIOMEN VALLEY SD",11,"White",351,28.5,65.5,5.1,0.9
123466103,"Montgomery","PERKIOMEN VALLEY SD",11,"Black",24,8.3,70.8,20.8,0.0
123466103,"Montgomery","PERKIOMEN VALLEY SD",11,"Hispanic",10,,,,
123466103,"Montgomery","PERKIOMEN VALLEY SD",11,"Asian",14,35.7,64.3,0.0,0.0
123466103,"Montgomery","PERKIOMEN VALLEY SD",11,"Native American",1,,,,
123466103,"Montgomery","PERKIOMEN VALLEY SD",11,"Multi-Ethnic",0,,,,
123466103,"Montgomery","PERKIOMEN VALLEY SD",11,"IEP",57,3.5,63.2,26.3,7.0
123466103,"Montgomery","PERKIOMEN VALLEY SD",11,"ELL",0,,,,
123466103,"Montgomery","PERKIOMEN VALLEY SD",11,"Economically Disadvantaged",29,13.8,69.0,13.8,3.4
123466303,"Montgomery","POTTSGROVE SD",5,"All Students",232,0.9,62.5,34.9,1.7
123466303,"Montgomery","POTTSGROVE SD",5,"Male",120,0.0,51.7,46.7,1.7
123466303,"Montgomery","POTTSGROVE SD",5,"Female",112,1.8,74.1,22.3,1.8
123466303,"Montgomery","POTTSGROVE SD",5,"White",175,1.1,66.3,31.4,1.1
