"The 2010 PSSA Writing District Level Proficiency Results*",,,,,,,,,,
"*Full Academic Year Students. Data for groups with less than 10 students assessed were replaced by blanks. Percentages were rounded to the nearest tenth. Proficiency percentages may not add up to 100 due to rounding.",,,,,,,,,,
"AUN","County","IU #","District","Grade","Group","Number Scored Writing","% Advanced Writing","% Proficient Writing","% Basic Writing","% Below Basic Writing"
107655903,"Westmoreland",7,"MOUNT PLEASANT AREA SD",5,"All Students",157,1.9,69.4,26.8,1.9
107655903,"Westmoreland",7,"MOUNT PLEASANT AREA SD",5,"Male",79,0.0,68.4,29.1,2.5
107655903,"Westmoreland",7,"MOUNT PLEASANT AREA SD",5,"Female",78,3.8,70.5,24.4,1.3
107655903,"Westmoreland",7,"MOUNT PLEASANT AREA SD",5,"White",147,2.0,69.4,26.5,2.0
107655903,"Westmoreland",7,"MOUNT PLEASANT AREA SD",5,"Black",4,,,,
107655903,"Westmoreland",7,"MOUNT PLEASANT AREA SD",5,"Hispanic",1,,,,
107655903,"Westmoreland",7,"MOUNT PLEASANT AREA SD",5,"Asian",1,,,,
107655903,"Westmoreland",7,"MOUNT PLEASANT AREA SD",5,"Native American",0,,,,
107655903,"Westmoreland",7,"MOUNT PLEASANT AREA SD",5,"Multi-ethnic",4,,,,
107655903,"Westmoreland",7,"MOUNT PLEASANT AREA SD",5,"IEP",29,0.0,27.6,65.5,6.9
107655903,"Westmoreland",7,"MOUNT PLEASANT AREA SD",5,"ELL",0,,,,
107655903,"Westmoreland",7,"MOUNT PLEASANT AREA SD",5,"Economically Disadvantaged",71,1.4,59.2,36.6,2.8
107655903,"Westmoreland",7,"MOUNT PLEASANT AREA SD",8,"All Students",186,18.8,62.9,16.1,2.2
107655903,"Westmoreland",7,"MOUNT PLEASANT AREA SD",8,"Male",93,12.9,60.2,24.7,2.2
107655903,"Westmoreland",7,"MOUNT PLEASANT AREA SD",8,"Female",93,24.7,65.6,7.5,2.2
107655903,"Westmoreland",7,"MOUNT PLEASANT AREA SD",8,"White",182,19.2,62.6,15.9,2.2
107655903,"Westmoreland",7,"MOUNT PLEASANT AREA SD",8,"Black",2,,,,
107655903,"Westmoreland",7,"MOUNT PLEASANT AREA SD",8,"Hispanic",0,,,,
107655903,"Westmoreland",7,"MOUNT PLEASANT AREA SD",8,"Asian",0,,,,
107655903,"Westmoreland",7,"MOUNT PLEASANT AREA SD",8,"Native American",0,,,,
107655903,"Westmoreland",7,"MOUNT PLEASANT AREA SD",8,"Multi-ethnic",2,,,,
107655903,"Westmoreland",7,"MOUNT PLEASANT AREA SD",8,"IEP",19,10.5,36.8,47.4,5.3
107655903,"Westmoreland",7,"MOUNT PLEASANT AREA SD",8,"ELL",0,,,,
107655903,"Westmoreland",7,"MOUNT PLEASANT AREA SD",8,"Economically Disadvantaged",58,8.6,63.8,24.1,3.4
107655903,"Westmoreland",7,"MOUNT PLEASANT AREA SD",11,"All Students",177,39.5,52.0,7.3,1.1
107655903,"Westmoreland",7,"MOUNT PLEASANT AREA SD",11,"Male",104,27.9,60.6,10.6,1.0
107655903,"Westmoreland",7,"MOUNT PLEASANT AREA SD",11,"Female",72,56.9,40.3,2.8,0.0
107655903,"Westmoreland",7,"MOUNT PLEASANT AREA SD",11,"White",171,40.4,51.5,7.6,0.6
107655903,"Westmoreland",7,"MOUNT PLEASANT AREA SD",11,"Black",4,,,,
107655903,"Westmoreland",7,"MOUNT PLEASANT AREA SD",11,"Hispanic",0,,,,
107655903,"Westmoreland",7,"MOUNT PLEASANT AREA SD",11,"Asian",1,,,,
107655903,"Westmoreland",7,"MOUNT PLEASANT AREA SD",11,"Native American",0,,,,
107655903,"Westmoreland",7,"MOUNT PLEASANT AREA SD",11,"Multi-ethnic",0,,,,
107655903,"Westmoreland",7,"MOUNT PLEASANT AREA SD",11,"IEP",20,10.0,55.0,35.0,0.0
107655903,"Westmoreland",7,"MOUNT PLEASANT AREA SD",11,"ELL",0,,,,
107655903,"Westmoreland",7,"MOUNT PLEASANT AREA SD",11,"Economically Disadvantaged",51,33.3,58.8,7.8,0.0
107656303,"Westmoreland",7,"NEW KENSINGTON-ARNOLD SD",5,"All Students",165,0.0,29.7,66.7,3.6
107656303,"Westmoreland",7,"NEW KENSINGTON-ARNOLD SD",5,"Male",76,0.0,25.0,71.1,3.9
107656303,"Westmoreland",7,"NEW KENSINGTON-ARNOLD SD",5,"Female",89,0.0,33.7,62.9,3.4
107656303,"Westmoreland",7,"NEW KENSINGTON-ARNOLD SD",5,"White",94,0.0,35.1,60.6,4.3
107656303,"Westmoreland",7,"NEW KENSINGTON-ARNOLD SD",5,"Black",44,0.0,20.5,77.3,2.3
107656303,"Westmoreland",7,"NEW KENSINGTON-ARNOLD SD",5,"Hispanic",4,,,,
107656303,"Westmoreland",7,"NEW KENSINGTON-ARNOLD SD",5,"Asian",1,,,,
107656303,"Westmoreland",7,"NEW KENSINGTON-ARNOLD SD",5,"Native American",0,,,,
107656303,"Westmoreland",7,"NEW KENSINGTON-ARNOLD SD",5,"Multi-ethnic",22,0.0,22.7,72.7,4.5
107656303,"Westmoreland",7,"NEW KENSINGTON-ARNOLD SD",5,"IEP",40,0.0,12.5,75.0,12.5
107656303,"Westmoreland",7,"NEW KENSINGTON-ARNOLD SD",5,"ELL",1,,,,
107656303,"Westmoreland",7,"NEW KENSINGTON-ARNOLD SD",5,"Economically Disadvantaged",94,0.0,23.4,73.4,3.2
107656303,"Westmoreland",7,"NEW KENSINGTON-ARNOLD SD",8,"All Students",159,1.3,59.1,36.5,3.1
107656303,"Westmoreland",7,"NEW KENSINGTON-ARNOLD SD",8,"Male",99,1.0,47.5,47.5,4.0
107656303,"Westmoreland",7,"NEW KENSINGTON-ARNOLD SD",8,"Female",60,1.7,78.3,18.3,1.7
107656303,"Westmoreland",7,"NEW KENSINGTON-ARNOLD SD",8,"White",92,2.2,65.2,28.3,4.3
107656303,"Westmoreland",7,"NEW KENSINGTON-ARNOLD SD",8,"Black",59,0.0,47.5,52.5,0.0
107656303,"Westmoreland",7,"NEW KENSINGTON-ARNOLD SD",8,"Hispanic",6,,,,
107656303,"Westmoreland",7,"NEW KENSINGTON-ARNOLD SD",8,"Asian",1,,,,
107656303,"Westmoreland",7,"NEW KENSINGTON-ARNOLD SD",8,"Native American",0,,,,
107656303,"Westmoreland",7,"NEW KENSINGTON-ARNOLD SD",8,"Multi-ethnic",1,,,,
107656303,"Westmoreland",7,"NEW KENSINGTON-ARNOLD SD",8,"IEP",33,0.0,36.4,54.5,9.1
107656303,"Westmoreland",7,"NEW KENSINGTON-ARNOLD SD",8,"ELL",2,,,,
107656303,"Westmoreland",7,"NEW KENSINGTON-ARNOLD SD",8,"Economically Disadvantaged",90,1.1,56.7,40.0,2.2
107656303,"Westmoreland",7,"NEW KENSINGTON-ARNOLD SD",11,"All Students",144,26.4,67.4,5.6,0.7
107656303,"Westmoreland",7,"NEW KENSINGTON-ARNOLD SD",11,"Male",65,21.5,66.2,10.8,1.5
107656303,"Westmoreland",7,"NEW KENSINGTON-ARNOLD SD",11,"Female",79,30.4,68.4,1.3,0.0
107656303,"Westmoreland",7,"NEW KENSINGTON-ARNOLD SD",11,"White",103,26.2,68.9,4.9,0.0
107656303,"Westmoreland",7,"NEW KENSINGTON-ARNOLD SD",11,"Black",38,28.9,60.5,7.9,2.6
107656303,"Westmoreland",7,"NEW KENSINGTON-ARNOLD SD",11,"Hispanic",0,,,,
107656303,"Westmoreland",7,"NEW KENSINGTON-ARNOLD SD",11,"Asian",1,,,,
107656303,"Westmoreland",7,"NEW KENSINGTON-ARNOLD SD",11,"Native American",0,,,,
107656303,"Westmoreland",7,"NEW KENSINGTON-ARNOLD SD",11,"Multi-ethnic",2,,,,
107656303,"Westmoreland",7,"NEW KENSINGTON-ARNOLD SD",11,"IEP",21,4.8,71.4,19.0,4.8
107656303,"Westmoreland",7,"NEW KENSINGTON-ARNOLD SD",11,"ELL",0,,,,
107656303,"Westmoreland",7,"NEW KENSINGTON-ARNOLD SD",11,"Economically Disadvantaged",65,20.0,70.8,7.7,1.5
107656502,"Westmoreland",7,"NORWIN SD",5,"All Students",404,1.5,76.5,21.5,0.5
107656502,"Westmoreland",7,"NORWIN SD",5,"Male",207,1.0,74.4,23.7,1.0
107656502,"Westmoreland",7,"NORWIN SD",5,"Female",197,2.0,78.7,19.3,0.0
107656502,"Westmoreland",7,"NORWIN SD",5,"White",396,1.5,76.5,21.5,0.5
107656502,"Westmoreland",7,"NORWIN SD",5,"Black",2,,,,
107656502,"Westmoreland",7,"NORWIN SD",5,"Hispanic",0,,,,
107656502,"Westmoreland",7,"NORWIN SD",5,"Asian",5,,,,
107656502,"Westmoreland",7,"NORWIN SD",5,"Native American",1,,,,
107656502,"Westmoreland",7,"NORWIN SD",5,"Multi-ethnic",0,,,,
107656502,"Westmoreland",7,"NORWIN SD",5,"IEP",43,0.0,37.2,58.1,4.7
107656502,"Westmoreland",7,"NORWIN SD",5,"ELL",2,,,,
107656502,"Westmoreland",7,"NORWIN SD",5,"Economically Disadvantaged",74,0.0,55.4,43.2,1.4
107656502,"Westmoreland",7,"NORWIN SD",8,"All Students",416,34.9,60.1,5.0,0.0
107656502,"Westmoreland",7,"NORWIN SD",8,"Male",204,29.9,62.7,7.4,0.0
107656502,"Westmoreland",7,"NORWIN SD",8,"Female",212,39.6,57.5,2.8,0.0
107656502,"Westmoreland",7,"NORWIN SD",8,"White",404,35.4,59.4,5.2,0.0
107656502,"Westmoreland",7,"NORWIN SD",8,"Black",3,,,,
107656502,"Westmoreland",7,"NORWIN SD",8,"Hispanic",1,,,,
107656502,"Westmoreland",7,"NORWIN SD",8,"Asian",7,,,,
107656502,"Westmoreland",7,"NORWIN SD",8,"Native American",1,,,,
107656502,"Westmoreland",7,"NORWIN SD",8,"Multi-ethnic",0,,,,
107656502,"Westmoreland",7,"NORWIN SD",8,"IEP",35,2.9,57.1,40.0,0.0
107656502,"Westmoreland",7,"NORWIN SD",8,"ELL",1,,,,
107656502,"Westmoreland",7,"NORWIN SD",8,"Economically Disadvantaged",83,24.1,62.7,13.3,0.0
107656502,"Westmoreland",7,"NORWIN SD",11,"All Students",436,18.6,72.9,6.9,1.6
107656502,"Westmoreland",7,"NORWIN SD",11,"Male",225,15.1,74.2,8.0,2.7
107656502,"Westmoreland",7,"NORWIN SD",11,"Female",211,22.3,71.6,5.7,0.5
107656502,"Westmoreland",7,"NORWIN SD",11,"White",427,18.5,73.1,6.8,1.6
107656502,"Westmoreland",7,"NORWIN SD",11,"Black",6,,,,
107656502,"Westmoreland",7,"NORWIN SD",11,"Hispanic",0,,,,
107656502,"Westmoreland",7,"NORWIN SD",11,"Asian",2,,,,
107656502,"Westmoreland",7,"NORWIN SD",11,"Native American",0,,,,
107656502,"Westmoreland",7,"NORWIN SD",11,"Multi-ethnic",1,,,,
107656502,"Westmoreland",7,"NORWIN SD",11,"IEP",38,2.6,50.0,28.9,18.4
107656502,"Westmoreland",7,"NORWIN SD",11,"ELL",0,,,,
107656502,"Westmoreland",7,"NORWIN SD",11,"Economically Disadvantaged",65,13.8,73.8,10.8,1.5
107657103,"Westmoreland",7,"PENN-TRAFFORD SD",5,"All Students",294,1.7,78.6,19.4,0.3
107657103,"Westmoreland",7,"PENN-TRAFFORD SD",5,"Male",149,1.3,73.2,24.8,0.7
107657103,"Westmoreland",7,"PENN-TRAFFORD SD",5,"Female",145,2.1,84.1,13.8,0.0
107657103,"Westmoreland",7,"PENN-TRAFFORD SD",5,"White",289,1.7,78.2,19.7,0.3
107657103,"Westmoreland",7,"PENN-TRAFFORD SD",5,"Black",1,,,,
107657103,"Westmoreland",7,"PENN-TRAFFORD SD",5,"Hispanic",0,,,,
107657103,"Westmoreland",7,"PENN-TRAFFORD SD",5,"Asian",3,,,,
107657103,"Westmoreland",7,"PENN-TRAFFORD SD",5,"Native American",1,,,,
107657103,"Westmoreland",7,"PENN-TRAFFORD SD",5,"Multi-ethnic",0,,,,
107657103,"Westmoreland",7,"PENN-TRAFFORD SD",5,"IEP",26,0.0,30.8,65.4,3.8
107657103,"Westmoreland",7,"PENN-TRAFFORD SD",5,"ELL",0,,,,
107657103,"Westmoreland",7,"PENN-TRAFFORD SD",5,"Economically Disadvantaged",46,0.0,82.6,17.4,0.0
107657103,"Westmoreland",7,"PENN-TRAFFORD SD",8,"All Students",347,19.0,71.2,9.2,0.6
107657103,"Westmoreland",7,"PENN-TRAFFORD SD",8,"Male",181,11.6,74.0,13.3,1.1
107657103,"Westmoreland",7,"PENN-TRAFFORD SD",8,"Female",166,27.1,68.1,4.8,0.0
107657103,"Westmoreland",7,"PENN-TRAFFORD SD",8,"White",339,19.5,71.1,8.8,0.6
107657103,"Westmoreland",7,"PENN-TRAFFORD SD",8,"Black",5,,,,
107657103,"Westmoreland",7,"PENN-TRAFFORD SD",8,"Hispanic",1,,,,
107657103,"Westmoreland",7,"PENN-TRAFFORD SD",8,"Asian",1,,,,
107657103,"Westmoreland",7,"PENN-TRAFFORD SD",8,"Native American",0,,,,
107657103,"Westmoreland",7,"PENN-TRAFFORD SD",8,"Multi-ethnic",0,,,,
107657103,"Westmoreland",7,"PENN-TRAFFORD SD",8,"IEP",18,5.6,38.9,50.0,5.6
107657103,"Westmoreland",7,"PENN-TRAFFORD SD",8,"ELL",0,,,,
107657103,"Westmoreland",7,"PENN-TRAFFORD SD",8,"Economically Disadvantaged",47,6.4,74.5,14.9,4.3
107657103,"Westmoreland",7,"PENN-TRAFFORD SD",11,"All Students",375,16.8,70.9,11.5,0.8
107657103,"Westmoreland",7,"PENN-TRAFFORD SD",11,"Male",189,7.4,76.2,14.8,1.6
107657103,"Westmoreland",7,"PENN-TRAFFORD SD",11,"Female",186,26.3,65.6,8.1,0.0
107657103,"Westmoreland",7,"PENN-TRAFFORD SD",11,"White",370,17.0,70.8,11.4,0.8
107657103,"Westmoreland",7,"PENN-TRAFFORD SD",11,"Black",3,,,,
107657103,"Westmoreland",7,"PENN-TRAFFORD SD",11,"Hispanic",1,,,,
107657103,"Westmoreland",7,"PENN-TRAFFORD SD",11,"Asian",1,,,,
107657103,"Westmoreland",7,"PENN-TRAFFORD SD",11,"Native American",0,,,,
107657103,"Westmoreland",7,"PENN-TRAFFORD SD",11,"Multi-ethnic",0,,,,
107657103,"Westmoreland",7,"PENN-TRAFFORD SD",11,"IEP",20,0.0,25.0,65.0,10.0
107657103,"Westmoreland",7,"PENN-TRAFFORD SD",11,"ELL",0,,,,
107657103,"Westmoreland",7,"PENN-TRAFFORD SD",11,"Economically Disadvantaged",43,2.3,60.5,32.6,4.7
107657503,"Westmoreland",7,"SOUTHMORELAND SD",5,"All Students",146,2.7,74.0,23.3,0.0
107657503,"Westmoreland",7,"SOUTHMORELAND SD",5,"Male",73,0.0,71.2,28.8,0.0
107657503,"Westmoreland",7,"SOUTHMORELAND SD",5,"Female",73,5.5,76.7,17.8,0.0
107657503,"Westmoreland",7,"SOUTHMORELAND SD",5,"White",135,2.2,74.8,23.0,0.0
107657503,"Westmoreland",7,"SOUTHMORELAND SD",5,"Black",6,,,,
107657503,"Westmoreland",7,"SOUTHMORELAND SD",5,"Hispanic",1,,,,
107657503,"Westmoreland",7,"SOUTHMORELAND SD",5,"Asian",3,,,,
107657503,"Westmoreland",7,"SOUTHMORELAND SD",5,"Native American",1,,,,
107657503,"Westmoreland",7,"SOUTHMORELAND SD",5,"Multi-ethnic",0,,,,
107657503,"Westmoreland",7,"SOUTHMORELAND SD",5,"IEP",18,0.0,33.3,66.7,0.0
107657503,"Westmoreland",7,"SOUTHMORELAND SD",5,"ELL",1,,,,
107657503,"Westmoreland",7,"SOUTHMORELAND SD",5,"Economically Disadvantaged",72,1.4,69.4,29.2,0.0
107657503,"Westmoreland",7,"SOUTHMORELAND SD",8,"All Students",157,7.0,51.6,37.6,3.8
107657503,"Westmoreland",7,"SOUTHMORELAND SD",8,"Male",78,6.4,39.7,48.7,5.1
107657503,"Westmoreland",7,"SOUTHMORELAND SD",8,"Female",79,7.6,63.3,26.6,2.5
107657503,"Westmoreland",7,"SOUTHMORELAND SD",8,"White",153,7.2,52.9,35.9,3.9
107657503,"Westmoreland",7,"SOUTHMORELAND SD",8,"Black",2,,,,
107657503,"Westmoreland",7,"SOUTHMORELAND SD",8,"Hispanic",0,,,,
107657503,"Westmoreland",7,"SOUTHMORELAND SD",8,"Asian",1,,,,
107657503,"Westmoreland",7,"SOUTHMORELAND SD",8,"Native American",1,,,,
107657503,"Westmoreland",7,"SOUTHMORELAND SD",8,"Multi-ethnic",0,,,,
107657503,"Westmoreland",7,"SOUTHMORELAND SD",8,"IEP",28,0.0,32.1,50.0,17.9
107657503,"Westmoreland",7,"SOUTHMORELAND SD",8,"ELL",0,,,,
107657503,"Westmoreland",7,"SOUTHMORELAND SD",8,"Economically Disadvantaged",69,7.2,44.9,43.5,4.3
107657503,"Westmoreland",7,"SOUTHMORELAND SD",11,"All Students",152,23.7,69.1,6.6,0.7
107657503,"Westmoreland",7,"SOUTHMORELAND SD",11,"Male",79,17.7,72.2,8.9,1.3
107657503,"Westmoreland",7,"SOUTHMORELAND SD",11,"Female",73,30.1,65.8,4.1,0.0
107657503,"Westmoreland",7,"SOUTHMORELAND SD",11,"White",146,24.0,68.5,6.8,0.7
107657503,"Westmoreland",7,"SOUTHMORELAND SD",11,"Black",4,,,,
107657503,"Westmoreland",7,"SOUTHMORELAND SD",11,"Hispanic",1,,,,
107657503,"Westmoreland",7,"SOUTHMORELAND SD",11,"Asian",0,,,,
107657503,"Westmoreland",7,"SOUTHMORELAND SD",11,"Native American",1,,,,
107657503,"Westmoreland",7,"SOUTHMORELAND SD",11,"Multi-ethnic",0,,,,
107657503,"Westmoreland",7,"SOUTHMORELAND SD",11,"IEP",15,0.0,46.7,46.7,6.7
107657503,"Westmoreland",7,"SOUTHMORELAND SD",11,"ELL",0,,,,
107657503,"Westmoreland",7,"SOUTHMORELAND SD",11,"Economically Disadvantaged",60,18.3,66.7,13.3,1.7
107658903,"Westmoreland",7,"YOUGH SD",5,"All Students",171,2.9,74.9,21.6,0.6
107658903,"Westmoreland",7,"YOUGH SD",5,"Male",90,0.0,70.0,28.9,1.1
107658903,"Westmoreland",7,"YOUGH SD",5,"Female",78,6.4,80.8,12.8,0.0
107658903,"Westmoreland",7,"YOUGH SD",5,"White",165,3.0,75.2,21.2,0.6
107658903,"Westmoreland",7,"YOUGH SD",5,"Black",2,,,,
107658903,"Westmoreland",7,"YOUGH SD",5,"Hispanic",0,,,,
107658903,"Westmoreland",7,"YOUGH SD",5,"Asian",1,,,,
107658903,"Westmoreland",7,"YOUGH SD",5,"Native American",0,,,,
107658903,"Westmoreland",7,"YOUGH SD",5,"Multi-ethnic",0,,,,
107658903,"Westmoreland",7,"YOUGH SD",5,"IEP",21,0.0,33.3,61.9,4.8
107658903,"Westmoreland",7,"YOUGH SD",5,"ELL",0,,,,
107658903,"Westmoreland",7,"YOUGH SD",5,"Economically Disadvantaged",71,1.4,60.6,36.6,1.4
107658903,"Westmoreland",7,"YOUGH SD",8,"All Students",196,20.4,65.8,10.7,3.1
107658903,"Westmoreland",7,"YOUGH SD",8,"Male",88,11.4,68.2,15.9,4.5
107658903,"Westmoreland",7,"YOUGH SD",8,"Female",106,28.3,63.2,6.6,1.9
107658903,"Westmoreland",7,"YOUGH SD",8,"White",190,20.5,66.3,10.0,3.2
107658903,"Westmoreland",7,"YOUGH SD",8,"Black",4,,,,
107658903,"Westmoreland",7,"YOUGH SD",8,"Hispanic",0,,,,
107658903,"Westmoreland",7,"YOUGH SD",8,"Asian",0,,,,
107658903,"Westmoreland",7,"YOUGH SD",8,"Native American",0,,,,
107658903,"Westmoreland",7,"YOUGH SD",8,"Multi-ethnic",0,,,,
107658903,"Westmoreland",7,"YOUGH SD",8,"IEP",29,0.0,34.5,44.8,20.7
107658903,"Westmoreland",7,"YOUGH SD",8,"ELL",0,,,,
107658903,"Westmoreland",7,"YOUGH SD",8,"Economically Disadvantaged",92,19.6,60.9,16.3,3.3
107658903,"Westmoreland",7,"YOUGH SD",11,"All Students",201,9.0,77.1,13.4,0.5
107658903,"Westmoreland",7,"YOUGH SD",11,"Male",103,2.9,78.6,17.5,1.0
107658903,"Westmoreland",7,"YOUGH SD",11,"Female",98,15.3,75.5,9.2,0.0
107658903,"Westmoreland",7,"YOUGH SD",11,"White",199,9.0,76.9,13.6,0.5
107658903,"Westmoreland",7,"YOUGH SD",11,"Black",1,,,,
107658903,"Westmoreland",7,"YOUGH SD",11,"Hispanic",0,,,,
107658903,"Westmoreland",7,"YOUGH SD",11,"Asian",1,,,,
107658903,"Westmoreland",7,"YOUGH SD",11,"Native American",0,,,,
107658903,"Westmoreland",7,"YOUGH SD",11,"Multi-ethnic",0,,,,
107658903,"Westmoreland",7,"YOUGH SD",11,"IEP",18,5.6,38.9,50.0,5.6
107658903,"Westmoreland",7,"YOUGH SD",11,"ELL",0,,,,
107658903,"Westmoreland",7,"YOUGH SD",11,"Economically Disadvantaged",62,1.6,87.1,11.3,0.0
119665003,"Wyoming",19,"LACKAWANNA TRAIL SD",5,"All Students",81,1.2,64.2,34.6,0.0
119665003,"Wyoming",19,"LACKAWANNA TRAIL SD",5,"Male",43,0.0,51.2,48.8,0.0
119665003,"Wyoming",19,"LACKAWANNA TRAIL SD",5,"Female",38,2.6,78.9,18.4,0.0
119665003,"Wyoming",19,"LACKAWANNA TRAIL SD",5,"White",79,1.3,64.6,34.2,0.0
119665003,"Wyoming",19,"LACKAWANNA TRAIL SD",5,"Black",2,,,,
119665003,"Wyoming",19,"LACKAWANNA TRAIL SD",5,"Hispanic",0,,,,
119665003,"Wyoming",19,"LACKAWANNA TRAIL SD",5,"Asian",0,,,,
119665003,"Wyoming",19,"LACKAWANNA TRAIL SD",5,"Native American",0,,,,
119665003,"Wyoming",19,"LACKAWANNA TRAIL SD",5,"Multi-ethnic",0,,,,
119665003,"Wyoming",19,"LACKAWANNA TRAIL SD",5,"IEP",13,0.0,30.8,69.2,0.0
119665003,"Wyoming",19,"LACKAWANNA TRAIL SD",5,"ELL",0,,,,
119665003,"Wyoming",19,"LACKAWANNA TRAIL SD",5,"Economically Disadvantaged",32,0.0,53.1,46.9,0.0
119665003,"Wyoming",19,"LACKAWANNA TRAIL SD",8,"All Students",94,2.1,56.4,41.5,0.0
119665003,"Wyoming",19,"LACKAWANNA TRAIL SD",8,"Male",46,0.0,45.7,54.3,0.0
119665003,"Wyoming",19,"LACKAWANNA TRAIL SD",8,"Female",48,4.2,66.7,29.2,0.0
119665003,"Wyoming",19,"LACKAWANNA TRAIL SD",8,"White",93,2.2,55.9,41.9,0.0
119665003,"Wyoming",19,"LACKAWANNA TRAIL SD",8,"Black",1,,,,
119665003,"Wyoming",19,"LACKAWANNA TRAIL SD",8,"Hispanic",0,,,,
119665003,"Wyoming",19,"LACKAWANNA TRAIL SD",8,"Asian",0,,,,
119665003,"Wyoming",19,"LACKAWANNA TRAIL SD",8,"Native American",0,,,,
119665003,"Wyoming",19,"LACKAWANNA TRAIL SD",8,"Multi-ethnic",0,,,,
119665003,"Wyoming",19,"LACKAWANNA TRAIL SD",8,"IEP",15,0.0,13.3,86.7,0.0
119665003,"Wyoming",19,"LACKAWANNA TRAIL SD",8,"ELL",0,,,,
119665003,"Wyoming",19,"LACKAWANNA TRAIL SD",8,"Economically Disadvantaged",29,0.0,51.7,48.3,0.0
119665003,"Wyoming",19,"LACKAWANNA TRAIL SD",11,"All Students",102,6.9,64.7,28.4,0.0
119665003,"Wyoming",19,"LACKAWANNA TRAIL SD",11,"Male",45,0.0,60.0,40.0,0.0
119665003,"Wyoming",19,"LACKAWANNA TRAIL SD",11,"Female",56,12.5,69.6,17.9,0.0
119665003,"Wyoming",19,"LACKAWANNA TRAIL SD",11,"White",99,7.1,65.7,27.3,0.0
119665003,"Wyoming",19,"LACKAWANNA TRAIL SD",11,"Black",1,,,,
119665003,"Wyoming",19,"LACKAWANNA TRAIL SD",11,"Hispanic",1,,,,
119665003,"Wyoming",19,"LACKAWANNA TRAIL SD",11,"Asian",0,,,,
119665003,"Wyoming",19,"LACKAWANNA TRAIL SD",11,"Native American",0,,,,
119665003,"Wyoming",19,"LACKAWANNA TRAIL SD",11,"Multi-ethnic",0,,,,
119665003,"Wyoming",19,"LACKAWANNA TRAIL SD",11,"IEP",22,0.0,54.5,45.5,0.0
119665003,"Wyoming",19,"LACKAWANNA TRAIL SD",11,"ELL",0,,,,
119665003,"Wyoming",19,"LACKAWANNA TRAIL SD",11,"Economically Disadvantaged",30,3.3,63.3,33.3,0.0
118667503,"Wyoming",18,"TUNKHANNOCK AREA SD",5,"All Students",197,0.5,64.0,34.0,1.5
118667503,"Wyoming",18,"TUNKHANNOCK AREA SD",5,"Male",93,0.0,52.7,44.1,3.2
118667503,"Wyoming",18,"TUNKHANNOCK AREA SD",5,"Female",104,1.0,74.0,25.0,0.0
118667503,"Wyoming",18,"TUNKHANNOCK AREA SD",5,"White",192,0.5,63.5,34.4,1.6
118667503,"Wyoming",18,"TUNKHANNOCK AREA SD",5,"Black",2,,,,
118667503,"Wyoming",18,"TUNKHANNOCK AREA SD",5,"Hispanic",0,,,,
118667503,"Wyoming",18,"TUNKHANNOCK AREA SD",5,"Asian",1,,,,
118667503,"Wyoming",18,"TUNKHANNOCK AREA SD",5,"Native American",1,,,,
118667503,"Wyoming",18,"TUNKHANNOCK AREA SD",5,"Multi-ethnic",1,,,,
118667503,"Wyoming",18,"TUNKHANNOCK AREA SD",5,"IEP",27,0.0,18.5,70.4,11.1
118667503,"Wyoming",18,"TUNKHANNOCK AREA SD",5,"ELL",0,,,,
118667503,"Wyoming",18,"TUNKHANNOCK AREA SD",5,"Economically Disadvantaged",77,1.3,49.4,45.5,3.9
118667503,"Wyoming",18,"TUNKHANNOCK AREA SD",8,"All Students",204,20.1,63.2,12.7,3.9
118667503,"Wyoming",18,"TUNKHANNOCK AREA SD",8,"Male",108,12.0,60.2,20.4,7.4
118667503,"Wyoming",18,"TUNKHANNOCK AREA SD",8,"Female",96,29.2,66.7,4.2,0.0
118667503,"Wyoming",18,"TUNKHANNOCK AREA SD",8,"White",197,19.8,62.9,13.2,4.1
118667503,"Wyoming",18,"TUNKHANNOCK AREA SD",8,"Black",2,,,,
118667503,"Wyoming",18,"TUNKHANNOCK AREA SD",8,"Hispanic",0,,,,
118667503,"Wyoming",18,"TUNKHANNOCK AREA SD",8,"Asian",3,,,,
118667503,"Wyoming",18,"TUNKHANNOCK AREA SD",8,"Native American",0,,,,
118667503,"Wyoming",18,"TUNKHANNOCK AREA SD",8,"Multi-ethnic",2,,,,
118667503,"Wyoming",18,"TUNKHANNOCK AREA SD",8,"IEP",31,0.0,38.7,35.5,25.8
118667503,"Wyoming",18,"TUNKHANNOCK AREA SD",8,"ELL",1,,,,
118667503,"Wyoming",18,"TUNKHANNOCK AREA SD",8,"Economically Disadvantaged",67,10.4,62.7,20.9,6.0
118667503,"Wyoming",18,"TUNKHANNOCK AREA SD",11,"All Students",267,6.7,71.2,21.0,1.1
118667503,"Wyoming",18,"TUNKHANNOCK AREA SD",11,"Male",152,4.6,67.1,27.0,1.3
118667503,"Wyoming",18,"TUNKHANNOCK AREA SD",11,"Female",115,9.6,76.5,13.0,0.9
118667503,"Wyoming",18,"TUNKHANNOCK AREA SD",11,"White",260,6.2,71.5,21.2,1.2
118667503,"Wyoming",18,"TUNKHANNOCK AREA SD",11,"Black",3,,,,
118667503,"Wyoming",18,"TUNKHANNOCK AREA SD",11,"Hispanic",0,,,,
118667503,"Wyoming",18,"TUNKHANNOCK AREA SD",11,"Asian",3,,,,
118667503,"Wyoming",18,"TUNKHANNOCK AREA SD",11,"Native American",1,,,,
