year,aun,county,district,grade,math,reading
2005,129544703,Schuylkill,MINERSVILLE AREA SD,11,14.1,32.9
2005,129545003,Schuylkill,NORTH SCHUYLKILL SD,3,53,29
2005,129545003,Schuylkill,NORTH SCHUYLKILL SD,5,43.4,24.1
2005,129545003,Schuylkill,NORTH SCHUYLKILL SD,8,27.2,16
2005,129545003,Schuylkill,NORTH SCHUYLKILL SD,11,25.6,31.6
2005,129546003,Schuylkill,PINE GROVE AREA SD,3,51,28
2005,129546003,Schuylkill,PINE GROVE AREA SD,5,15.9,11.7
2005,129546003,Schuylkill,PINE GROVE AREA SD,8,30.3,32.6
2005,129546003,Schuylkill,PINE GROVE AREA SD,11,17.9,42.6
2005,129546103,Schuylkill,POTTSVILLE AREA SD,3,43,30
2005,129546103,Schuylkill,POTTSVILLE AREA SD,5,14.3,21
2005,129546103,Schuylkill,POTTSVILLE AREA SD,8,30.8,25.1
2005,129546103,Schuylkill,POTTSVILLE AREA SD,11,19.7,27
2005,129546803,Schuylkill,SAINT CLAIR AREA SD,3,70,48
2005,129546803,Schuylkill,SAINT CLAIR AREA SD,5,39.3,26.2
2005,129546803,Schuylkill,SAINT CLAIR AREA SD,8,25.6,34.2
2005,129547303,Schuylkill,SCHUYLKILL HAVEN AREA SD,3,71,48
2005,129547303,Schuylkill,SCHUYLKILL HAVEN AREA SD,5,16.8,14.2
2005,129547303,Schuylkill,SCHUYLKILL HAVEN AREA SD,8,35.4,37.4
2005,129547303,Schuylkill,SCHUYLKILL HAVEN AREA SD,11,36,36
2005,129547203,Schuylkill,SHENANDOAH VALLEY SD,3,60,29
2005,129547203,Schuylkill,SHENANDOAH VALLEY SD,5,69.8,14.3
2005,129547203,Schuylkill,SHENANDOAH VALLEY SD,8,28.9,27.1
2005,129547203,Schuylkill,SHENANDOAH VALLEY SD,11,20.8,19.5
2005,129547603,Schuylkill,TAMAQUA AREA SD,3,46,33
2005,129547603,Schuylkill,TAMAQUA AREA SD,5,25.2,23.8
2005,129547603,Schuylkill,TAMAQUA AREA SD,8,21.3,21.3
2005,129547603,Schuylkill,TAMAQUA AREA SD,11,27.8,31.5
2005,129547803,Schuylkill,TRI-VALLEY SD,3,56,28
2005,129547803,Schuylkill,TRI-VALLEY SD,5,28.1,15.8
2005,129547803,Schuylkill,TRI-VALLEY SD,8,46.1,42.7
2005,129547803,Schuylkill,TRI-VALLEY SD,11,16.4,35
2005,129548803,Schuylkill,WILLIAMS VALLEY SD,3,29,28
2005,129548803,Schuylkill,WILLIAMS VALLEY SD,5,21.3,18.4
2005,129548803,Schuylkill,WILLIAMS VALLEY SD,8,29.7,20.2
2005,129548803,Schuylkill,WILLIAMS VALLEY SD,11,15.9,19.3
2005,116555003,Snyder,MIDD-WEST SD,3,41,25
2005,116555003,Snyder,MIDD-WEST SD,5,29.9,19.8
2005,116555003,Snyder,MIDD-WEST SD,8,27.8,33.3
2005,116555003,Snyder,MIDD-WEST SD,11,20.8,30.2
2005,116557103,Snyder,SELINSGROVE AREA SD,3,41,23
2005,116557103,Snyder,SELINSGROVE AREA SD,5,19.4,13.8
2005,116557103,Snyder,SELINSGROVE AREA SD,8,35.7,37.4
2005,116557103,Snyder,SELINSGROVE AREA SD,11,22.9,44.5
2005,108561003,Somerset,BERLIN BROTHERSVALLEY S,3,49,18
2005,108561003,Somerset,BERLIN BROTHERSVALLEY S,5,38.6,17.1
2005,108561003,Somerset,BERLIN BROTHERSVALLEY S,8,27.3,27.3
2005,108561003,Somerset,BERLIN BROTHERSVALLEY S,11,12.7,38
2005,108561803,Somerset,CONEMAUGH TOWNSHIP AREA,3,52,41
2005,108561803,Somerset,CONEMAUGH TOWNSHIP AREA,5,46.2,21.8
2005,108561803,Somerset,CONEMAUGH TOWNSHIP AREA,8,53.4,54.4
2005,108561803,Somerset,CONEMAUGH TOWNSHIP AREA,11,33.3,51.6
2005,108565203,Somerset,MEYERSDALE AREA SD,3,50,43
2005,108565203,Somerset,MEYERSDALE AREA SD,5,21.7,20.6
2005,108565203,Somerset,MEYERSDALE AREA SD,8,30.7,28.9
2005,108565203,Somerset,MEYERSDALE AREA SD,11,15.6,38.5
2005,108565503,Somerset,NORTH STAR SD,3,42,26
2005,108565503,Somerset,NORTH STAR SD,5,27,10
2005,108565503,Somerset,NORTH STAR SD,8,30,49.1
2005,108565503,Somerset,NORTH STAR SD,11,11.4,27.6
2005,108566303,Somerset,ROCKWOOD AREA SD,3,69,52
2005,108566303,Somerset,ROCKWOOD AREA SD,5,60.7,29.5
2005,108566303,Somerset,ROCKWOOD AREA SD,8,30.5,43.4
2005,108566303,Somerset,ROCKWOOD AREA SD,11,18.8,29.2
2005,108567004,Somerset,SALISBURY-ELK LICK SD,3,43,24
2005,108567004,Somerset,SALISBURY-ELK LICK SD,5,58.1,29
2005,108567004,Somerset,SALISBURY-ELK LICK SD,8,35,25
2005,108567004,Somerset,SALISBURY-ELK LICK SD,11,4,28
2005,108567204,Somerset,SHADE-CENTRAL CITY SD,3,59,39
2005,108567204,Somerset,SHADE-CENTRAL CITY SD,5,25.5,9.1
2005,108567204,Somerset,SHADE-CENTRAL CITY SD,8,29.4,19.6
2005,108567204,Somerset,SHADE-CENTRAL CITY SD,11,31.1,31.1
2005,108567404,Somerset,SHANKSVILLE-STONYCREEK,3,69,58
2005,108567404,Somerset,SHANKSVILLE-STONYCREEK,5,50,38.2
2005,108567404,Somerset,SHANKSVILLE-STONYCREEK,8,44.7,44.7
2005,108567404,Somerset,SHANKSVILLE-STONYCREEK,11,33.3,36.1
2005,108567703,Somerset,SOMERSET AREA SD,3,56,25
2005,108567703,Somerset,SOMERSET AREA SD,5,41.3,16.8
2005,108567703,Somerset,SOMERSET AREA SD,8,21.6,28.5
2005,108567703,Somerset,SOMERSET AREA SD,11,24.6,27.3
2005,108568404,Somerset,TURKEYFOOT VALLEY AREA,3,63,37
2005,108568404,Somerset,TURKEYFOOT VALLEY AREA,5,30,13.3
2005,108568404,Somerset,TURKEYFOOT VALLEY AREA,8,3.1,15.6
2005,108568404,Somerset,TURKEYFOOT VALLEY AREA,11,0,12.5
2005,108569103,Somerset,WINDBER AREA SD,3,64,54
2005,108569103,Somerset,WINDBER AREA SD,5,42.7,31.3
2005,108569103,Somerset,WINDBER AREA SD,8,39.5,45.4
2005,108569103,Somerset,WINDBER AREA SD,11,43.6,40.9
2005,117576303,Sullivan,SULLIVAN COUNTY SD,3,61,30
2005,117576303,Sullivan,SULLIVAN COUNTY SD,5,47.5,21.3
2005,117576303,Sullivan,SULLIVAN COUNTY SD,8,32.4,35.2
2005,117576303,Sullivan,SULLIVAN COUNTY SD,11,26.8,39.3
2005,119581003,Susquehanna,BLUE RIDGE SD,3,42,28
2005,119581003,Susquehanna,BLUE RIDGE SD,5,36.6,19.5
2005,119581003,Susquehanna,BLUE RIDGE SD,8,20.4,19.4
2005,119581003,Susquehanna,BLUE RIDGE SD,11,24.5,37.2
2005,119582503,Susquehanna,ELK LAKE SD,3,39,27
2005,119582503,Susquehanna,ELK LAKE SD,5,46.7,20.6
2005,119582503,Susquehanna,ELK LAKE SD,8,29.4,23.2
2005,119582503,Susquehanna,ELK LAKE SD,11,12,20
2005,119583003,Susquehanna,FOREST CITY REGIONAL SD,3,63,32
2005,119583003,Susquehanna,FOREST CITY REGIONAL SD,5,41,36.1
2005,119583003,Susquehanna,FOREST CITY REGIONAL SD,8,20.8,13
2005,119583003,Susquehanna,FOREST CITY REGIONAL SD,11,26.6,25
2005,119584503,Susquehanna,MONTROSE AREA SD,3,64,31
2005,119584503,Susquehanna,MONTROSE AREA SD,5,28.9,27.4
2005,119584503,Susquehanna,MONTROSE AREA SD,8,27.6,23.3
2005,119584503,Susquehanna,MONTROSE AREA SD,11,12.9,30.8
2005,119584603,Susquehanna,MOUNTAIN VIEW SD,3,52,26
2005,119584603,Susquehanna,MOUNTAIN VIEW SD,5,21.9,22.9
2005,119584603,Susquehanna,MOUNTAIN VIEW SD,8,21.7,37.2
2005,119584603,Susquehanna,MOUNTAIN VIEW SD,11,19.8,30.8
2005,119586503,Susquehanna,SUSQUEHANNA COMM SD,3,56,27
2005,119586503,Susquehanna,SUSQUEHANNA COMM SD,5,36.5,7.9
2005,119586503,Susquehanna,SUSQUEHANNA COMM SD,8,30.1,32.5
2005,119586503,Susquehanna,SUSQUEHANNA COMM SD,11,27.1,30.5
2005,117596003,Tioga,NORTHERN TIOGA SD,3,54,35
2005,117596003,Tioga,NORTHERN TIOGA SD,5,39.3,24.1
2005,117596003,Tioga,NORTHERN TIOGA SD,8,35.2,26.2
2005,117596003,Tioga,NORTHERN TIOGA SD,11,18.8,29.1
2005,117597003,Tioga,SOUTHERN TIOGA SD,3,44,26
2005,117597003,Tioga,SOUTHERN TIOGA SD,5,34.5,18.9
2005,117597003,Tioga,SOUTHERN TIOGA SD,8,31.5,21.6
2005,117597003,Tioga,SOUTHERN TIOGA SD,11,24.3,34.3
2005,117598503,Tioga,WELLSBORO AREA SD,3,48,25
2005,117598503,Tioga,WELLSBORO AREA SD,5,17.6,10.1
2005,117598503,Tioga,WELLSBORO AREA SD,8,33.3,34.8
2005,117598503,Tioga,WELLSBORO AREA SD,11,26.8,39
2005,116604003,Union,LEWISBURG AREA SD,3,71,38
2005,116604003,Union,LEWISBURG AREA SD,5,51.9,33.8
2005,116604003,Union,LEWISBURG AREA SD,8,51.9,59.7
2005,116604003,Union,LEWISBURG AREA SD,11,25.7,55
2005,116605003,Union,MIFFLINBURG AREA SD,3,51,36
2005,116605003,Union,MIFFLINBURG AREA SD,5,53.5,31.4
2005,116605003,Union,MIFFLINBURG AREA SD,8,32.3,39.8
2005,116605003,Union,MIFFLINBURG AREA SD,11,27,44.5
2005,106611303,Venango,CRANBERRY AREA SD,3,61,45
2005,106611303,Venango,CRANBERRY AREA SD,5,44.1,26.9
2005,106611303,Venango,CRANBERRY AREA SD,8,33.9,27.7
2005,106611303,Venango,CRANBERRY AREA SD,11,16.5,26.8
2005,106612203,Venango,FRANKLIN AREA SD,3,45,28
2005,106612203,Venango,FRANKLIN AREA SD,5,41.5,23.9
2005,106612203,Venango,FRANKLIN AREA SD,8,38.2,40.3
2005,106612203,Venango,FRANKLIN AREA SD,11,18.4,25.7
2005,106616203,Venango,OIL CITY AREA SD,3,27,21
2005,106616203,Venango,OIL CITY AREA SD,5,19.6,12.8
2005,106616203,Venango,OIL CITY AREA SD,8,41.1,32.4
2005,106616203,Venango,OIL CITY AREA SD,11,31.3,40.4
2005,106617203,Venango,TITUSVILLE AREA SD,3,56,35
2005,106617203,Venango,TITUSVILLE AREA SD,5,43.2,31.5
2005,106617203,Venango,TITUSVILLE AREA SD,8,33.3,29.7
2005,106617203,Venango,TITUSVILLE AREA SD,11,35.6,42
2005,106618603,Venango,VALLEY GROVE SD,3,49,22
2005,106618603,Venango,VALLEY GROVE SD,5,11.3,19.7
2005,106618603,Venango,VALLEY GROVE SD,8,26,24.7
2005,106618603,Venango,VALLEY GROVE SD,11,26.1,36.2
2005,105628302,Warren,WARREN COUNTY SD,3,54,33
2005,105628302,Warren,WARREN COUNTY SD,5,29.6,17.7
2005,105628302,Warren,WARREN COUNTY SD,8,36.3,29.1
2005,105628302,Warren,WARREN COUNTY SD,11,25.7,37.1
2005,101630504,Washington,AVELLA AREA SD,3,51,21
2005,101630504,Washington,AVELLA AREA SD,5,58.5,41.5
2005,101630504,Washington,AVELLA AREA SD,8,42.6,38.9
2005,101630504,Washington,AVELLA AREA SD,11,13.6,18.2
2005,101630903,Washington,BENTWORTH SD,3,57,32
2005,101630903,Washington,BENTWORTH SD,5,33.7,17.4
2005,101630903,Washington,BENTWORTH SD,8,36,37
2005,101630903,Washington,BENTWORTH SD,11,29.3,42.4
2005,101631003,Washington,BETHLEHEM-CENTER SD,3,50,32
2005,101631003,Washington,BETHLEHEM-CENTER SD,5,26.2,16.5
2005,101631003,Washington,BETHLEHEM-CENTER SD,8,25.2,38.3
2005,101631003,Washington,BETHLEHEM-CENTER SD,11,16,36.8
2005,101631203,Washington,BURGETTSTOWN AREA SD,3,51,32
2005,101631203,Washington,BURGETTSTOWN AREA SD,5,24.8,22.8
2005,101631203,Washington,BURGETTSTOWN AREA SD,8,27.9,32
2005,101631203,Washington,BURGETTSTOWN AREA SD,11,25.9,43.4
2005,101631503,Washington,CALIFORNIA AREA SD,3,40,23
2005,101631503,Washington,CALIFORNIA AREA SD,5,20,22.9
2005,101631503,Washington,CALIFORNIA AREA SD,8,42.9,35.1
2005,101631503,Washington,CALIFORNIA AREA SD,11,14.8,21
2005,101631703,Washington,CANON-MCMILLAN SD,3,67,52
2005,101631703,Washington,CANON-MCMILLAN SD,5,41.1,34
2005,101631703,Washington,CANON-MCMILLAN SD,8,37,31
2005,101631703,Washington,CANON-MCMILLAN SD,11,27.3,39.1
2005,101631803,Washington,CHARLEROI SD,3,53,44
2005,101631803,Washington,CHARLEROI SD,5,22.6,12.8
2005,101631803,Washington,CHARLEROI SD,8,18.5,19.2
2005,101631803,Washington,CHARLEROI SD,11,15.9,32.7
2005,101631903,Washington,CHARTIERS-HOUSTON SD,3,42,27
2005,101631903,Washington,CHARTIERS-HOUSTON SD,5,33.3,27.3
2005,101631903,Washington,CHARTIERS-HOUSTON SD,8,37.6,28
2005,101631903,Washington,CHARTIERS-HOUSTON SD,11,25,32
2005,101632403,Washington,FORT CHERRY SD,3,55,30
2005,101632403,Washington,FORT CHERRY SD,5,34.9,38.4
2005,101632403,Washington,FORT CHERRY SD,8,18.6,24.7
2005,101632403,Washington,FORT CHERRY SD,11,14.3,22.4
2005,101633903,Washington,MCGUFFEY SD,3,50,33
2005,101633903,Washington,MCGUFFEY SD,5,30.7,26.7
2005,101633903,Washington,MCGUFFEY SD,8,23.2,38.4
2005,101633903,Washington,MCGUFFEY SD,11,15.6,28.1
2005,101636503,Washington,PETERS TOWNSHIP SD,3,76,51
2005,101636503,Washington,PETERS TOWNSHIP SD,5,55.8,37
2005,101636503,Washington,PETERS TOWNSHIP SD,8,64,64.3
2005,101636503,Washington,PETERS TOWNSHIP SD,11,48.7,62.3
2005,101637002,Washington,RINGGOLD SD,3,35,26
2005,101637002,Washington,RINGGOLD SD,5,26,18.7
2005,101637002,Washington,RINGGOLD SD,8,30.7,34.2
2005,101637002,Washington,RINGGOLD SD,11,21.5,30.4
2005,101638003,Washington,TRINITY AREA SD,3,58,40
2005,101638003,Washington,TRINITY AREA SD,5,40.1,23.3
2005,101638003,Washington,TRINITY AREA SD,8,37,33.2
2005,101638003,Washington,TRINITY AREA SD,11,30.1,41.4
2005,101638803,Washington,WASHINGTON SD,3,39,18
2005,101638803,Washington,WASHINGTON SD,5,25.8,11.6
2005,101638803,Washington,WASHINGTON SD,8,16.3,18.7
2005,101638803,Washington,WASHINGTON SD,11,9.4,23.4
2005,119648303,Wayne,WALLENPAUPACK AREA SD,3,64,37
2005,119648303,Wayne,WALLENPAUPACK AREA SD,5,36.3,20.7
2005,119648303,Wayne,WALLENPAUPACK AREA SD,8,31.2,32.4
2005,119648303,Wayne,WALLENPAUPACK AREA SD,11,27.5,32.9
2005,119648703,Wayne,WAYNE HIGHLANDS SD,3,66,40
2005,119648703,Wayne,WAYNE HIGHLANDS SD,5,56.8,24.3
2005,119648703,Wayne,WAYNE HIGHLANDS SD,8,44.6,31
2005,119648703,Wayne,WAYNE HIGHLANDS SD,11,34.5,31.7
2005,119648903,Wayne,WESTERN WAYNE SD,3,44,34
2005,119648903,Wayne,WESTERN WAYNE SD,5,36.4,28.4
2005,119648903,Wayne,WESTERN WAYNE SD,8,31.8,28.2
2005,119648903,Wayne,WESTERN WAYNE SD,11,25.5,26.8
2005,107650603,Westmoreland,BELLE VERNON AREA SD,3,56,27
2005,107650603,Westmoreland,BELLE VERNON AREA SD,5,44.5,20.9
2005,107650603,Westmoreland,BELLE VERNON AREA SD,8,33.1,46.5
2005,107650603,Westmoreland,BELLE VERNON AREA SD,11,30.2,38.6
2005,107650703,Westmoreland,BURRELL SD,3,64,38
2005,107650703,Westmoreland,BURRELL SD,5,46.4,34.9
2005,107650703,Westmoreland,BURRELL SD,8,31.1,32.9
2005,107650703,Westmoreland,BURRELL SD,11,29.3,37.8
2005,107651603,Westmoreland,DERRY AREA SD,3,51,35
2005,107651603,Westmoreland,DERRY AREA SD,5,35,31.7
2005,107651603,Westmoreland,DERRY AREA SD,8,41,44.1
2005,107651603,Westmoreland,DERRY AREA SD,11,26.6,41.4
2005,107652603,Westmoreland,FRANKLIN REGIONAL SD,3,66,48
2005,107652603,Westmoreland,FRANKLIN REGIONAL SD,5,44.3,32
2005,107652603,Westmoreland,FRANKLIN REGIONAL SD,8,63.7,50.8
2005,107652603,Westmoreland,FRANKLIN REGIONAL SD,11,45.8,66.4
2005,107653102,Westmoreland,GREATER LATROBE SD,3,65,41
2005,107653102,Westmoreland,GREATER LATROBE SD,5,59.6,32.8
2005,107653102,Westmoreland,GREATER LATROBE SD,8,47.9,45.5
2005,107653102,Westmoreland,GREATER LATROBE SD,11,48.4,52.8
2005,107653203,Westmoreland,GREENSBURG SALEM SD,3,86,65
2005,107653203,Westmoreland,GREENSBURG SALEM SD,5,71.3,34.6
2005,107653203,Westmoreland,GREENSBURG SALEM SD,8,53.1,32.6
2005,107653203,Westmoreland,GREENSBURG SALEM SD,11,36.9,42.9
2005,107653802,Westmoreland,HEMPFIELD AREA SD,3,74,47
2005,107653802,Westmoreland,HEMPFIELD AREA SD,5,50.3,31.1
2005,107653802,Westmoreland,HEMPFIELD AREA SD,8,43.1,50.9
2005,107653802,Westmoreland,HEMPFIELD AREA SD,11,34.9,40.7
2005,107654103,Westmoreland,JEANNETTE CITY SD,3,48,25
2005,107654103,Westmoreland,JEANNETTE CITY SD,5,48.6,19
2005,107654103,Westmoreland,JEANNETTE CITY SD,8,34.6,52.4
2005,107654103,Westmoreland,JEANNETTE CITY SD,11,12,19.6
2005,107654403,Westmoreland,KISKI AREA SD,3,71,52
2005,107654403,Westmoreland,KISKI AREA SD,5,58.6,41.9
2005,107654403,Westmoreland,KISKI AREA SD,8,39.6,49.6
2005,107654403,Westmoreland,KISKI AREA SD,11,39.3,52.7
2005,107654903,Westmoreland,LIGONIER VALLEY SD,3,67,38
2005,107654903,Westmoreland,LIGONIER VALLEY SD,5,34,28.8
2005,107654903,Westmoreland,LIGONIER VALLEY SD,8,40.8,39.7
2005,107654903,Westmoreland,LIGONIER VALLEY SD,11,24.3,30.2
2005,107655803,Westmoreland,MONESSEN CITY SD,3,28,21
2005,107655803,Westmoreland,MONESSEN CITY SD,5,17.1,9.2
2005,107655803,Westmoreland,MONESSEN CITY SD,8,18.9,33.3
2005,107655803,Westmoreland,MONESSEN CITY SD,11,50.7,33.8
2005,107655903,Westmoreland,MOUNT PLEASANT AREA SD,3,61,45
2005,107655903,Westmoreland,MOUNT PLEASANT AREA SD,5,59,32.7
2005,107655903,Westmoreland,MOUNT PLEASANT AREA SD,8,34.3,40.8
2005,107655903,Westmoreland,MOUNT PLEASANT AREA SD,11,28.3,48.2
2005,107656303,Westmoreland,NEW KENSINGTON-ARNOLD S,3,63,42
2005,107656303,Westmoreland,NEW KENSINGTON-ARNOLD S,5,35.1,20.6
2005,107656303,Westmoreland,NEW KENSINGTON-ARNOLD S,8,21.8,15.1
2005,107656303,Westmoreland,NEW KENSINGTON-ARNOLD S,11,28.1,35.4
2005,107656502,Westmoreland,NORWIN SD,3,65,48
2005,107656502,Westmoreland,NORWIN SD,5,34.3,32.9
2005,107656502,Westmoreland,NORWIN SD,8,55.4,43.5
2005,107656502,Westmoreland,NORWIN SD,11,37.3,47.5
2005,107657103,Westmoreland,PENN-TRAFFORD SD,3,86,52
2005,107657103,Westmoreland,PENN-TRAFFORD SD,5,58.1,42.3
2005,107657103,Westmoreland,PENN-TRAFFORD SD,8,48,46.5
2005,107657103,Westmoreland,PENN-TRAFFORD SD,11,32.2,47.8
2005,107657503,Westmoreland,SOUTHMORELAND SD,3,49,27
2005,107657503,Westmoreland,SOUTHMORELAND SD,5,26.6,23.7
2005,107657503,Westmoreland,SOUTHMORELAND SD,8,48.9,44.5
2005,107657503,Westmoreland,SOUTHMORELAND SD,11,27.6,37.1
2005,107658903,Westmoreland,YOUGH SD,3,54,30
2005,107658903,Westmoreland,YOUGH SD,5,32,22.6
2005,107658903,Westmoreland,YOUGH SD,8,37,44.8
2005,107658903,Westmoreland,YOUGH SD,11,22.8,42.3
2005,119665003,Wyoming,LACKAWANNA TRAIL SD,3,43,24
2005,119665003,Wyoming,LACKAWANNA TRAIL SD,5,46.1,16.7
2005,119665003,Wyoming,LACKAWANNA TRAIL SD,8,21,30.3
2005,119665003,Wyoming,LACKAWANNA TRAIL SD,11,12,28.7
2005,118667503,Wyoming,TUNKHANNOCK AREA SD,3,59,38
2005,118667503,Wyoming,TUNKHANNOCK AREA SD,5,32.9,27.1
2005,118667503,Wyoming,TUNKHANNOCK AREA SD,8,37.6,48.3
2005,118667503,Wyoming,TUNKHANNOCK AREA SD,11,28.6,33.5
2005,112671303,York,CENTRAL YORK SD,3,58,40
2005,112671303,York,CENTRAL YORK SD,5,48.3,26.2
2005,112671303,York,CENTRAL YORK SD,8,38.6,34.2
2005,112671303,York,CENTRAL YORK SD,11,26.4,35.1
2005,112671603,York,DALLASTOWN AREA SD,3,65,41
2005,112671603,York,DALLASTOWN AREA SD,5,55.6,28
2005,112671603,York,DALLASTOWN AREA SD,8,41.9,39.3
2005,112671603,York,DALLASTOWN AREA SD,11,34.2,49.9
2005,112671803,York,DOVER AREA SD,3,62,32
2005,112671803,York,DOVER AREA SD,5,22.7,18.8
2005,112671803,York,DOVER AREA SD,8,44,41.8
2005,112671803,York,DOVER AREA SD,11,21.2,31.1
2005,112672203,York,EASTERN YORK SD,3,34,23
2005,112672203,York,EASTERN YORK SD,5,23.9,15.7
2005,112672203,York,EASTERN YORK SD,8,27.2,25.6
2005,112672203,York,EASTERN YORK SD,11,24.7,30
2005,112672803,York,HANOVER PUBLIC SD,3,53,29
2005,112672803,York,HANOVER PUBLIC SD,5,20.3,9.4
2005,112672803,York,HANOVER PUBLIC SD,8,21.7,19
2005,112672803,York,HANOVER PUBLIC SD,11,30.3,28.1
2005,112674403,York,NORTHEASTERN YORK SD,3,64,43
2005,112674403,York,NORTHEASTERN YORK SD,5,28,22.6
2005,112674403,York,NORTHEASTERN YORK SD,8,31.7,28.8
2005,112674403,York,NORTHEASTERN YORK SD,11,17.3,25.4
2005,115674603,York,NORTHERN YORK CO SD,3,71,38
2005,115674603,York,NORTHERN YORK CO SD,5,34.8,24.6
2005,115674603,York,NORTHERN YORK CO SD,8,39.6,33.5
2005,115674603,York,NORTHERN YORK CO SD,11,27.4,34.1
2005,112675503,York,RED LION AREA SD,3,45,29
2005,112675503,York,RED LION AREA SD,5,51.3,19.9
2005,112675503,York,RED LION AREA SD,8,35.1,33.1
2005,112675503,York,RED LION AREA SD,11,36.7,33.1
2005,112676203,York,SOUTH EASTERN SD,3,39,25
2005,112676203,York,SOUTH EASTERN SD,5,28.2,22.5
2005,112676203,York,SOUTH EASTERN SD,8,29.3,21
2005,112676203,York,SOUTH EASTERN SD,11,19.1,26.1
2005,112676403,York,SOUTH WESTERN SD,3,51,29
2005,112676403,York,SOUTH WESTERN SD,5,31.8,20.1
2005,112676403,York,SOUTH WESTERN SD,8,34.9,36.6
2005,112676403,York,SOUTH WESTERN SD,11,22.6,39.8
2005,112676503,York,SOUTHERN YORK CO SD,3,50,38
2005,112676503,York,SOUTHERN YORK CO SD,5,45.3,35
2005,112676503,York,SOUTHERN YORK CO SD,8,45.2,50.6
2005,112676503,York,SOUTHERN YORK CO SD,11,28.4,48.5
2005,112676703,York,SPRING GROVE AREA SD,3,57,41
2005,112676703,York,SPRING GROVE AREA SD,5,34.3,14.5
2005,112676703,York,SPRING GROVE AREA SD,8,46.3,30.4
2005,112676703,York,SPRING GROVE AREA SD,11,25,28.8
2005,115219002,York,WEST SHORE SD,3,59,39
2005,115219002,York,WEST SHORE SD,5,40.3,31.2
2005,115219002,York,WEST SHORE SD,8,37,30.6
2005,115219002,York,WEST SHORE SD,11,28.1,31.9
2005,112678503,York,WEST YORK AREA SD,3,45,29
2005,112678503,York,WEST YORK AREA SD,5,41.4,21.7
2005,112678503,York,WEST YORK AREA SD,8,28.1,34.5
2005,112678503,York,WEST YORK AREA SD,11,24.5,37
2005,112679002,York,YORK CITY SD,3,19,10
2005,112679002,York,YORK CITY SD,5,23.7,5.7
2005,112679002,York,YORK CITY SD,8,18.9,10.5
2005,112679002,York,YORK CITY SD,11,7,9.4
2005,112679403,York,YORK SUBURBAN SD,3,69,49
2005,112679403,York,YORK SUBURBAN SD,5,55.3,40.4
2005,112679403,York,YORK SUBURBAN SD,8,32.9,39.3
2005,112679403,York,YORK SUBURBAN SD,11,45.8,49
2006,112011103,Adams,BERMUDIAN SPRINGS SD,3,44,25
2006,112011103,Adams,BERMUDIAN SPRINGS SD,4,53.8,31.4
2006,112011103,Adams,BERMUDIAN SPRINGS SD,5,35.8,12.6
2006,112011103,Adams,BERMUDIAN SPRINGS SD,6,35.9,28.8
2006,112011103,Adams,BERMUDIAN SPRINGS SD,7,45.4,36.2
2006,112011103,Adams,BERMUDIAN SPRINGS SD,8,42.1,46.1
2006,112011103,Adams,BERMUDIAN SPRINGS SD,11,29.1,38.4
2006,112011603,Adams,CONEWAGO VALLEY SD,3,58,20
2006,112011603,Adams,CONEWAGO VALLEY SD,4,51.9,32.1
2006,112011603,Adams,CONEWAGO VALLEY SD,5,37.3,17
2006,112011603,Adams,CONEWAGO VALLEY SD,6,44.5,37.9
2006,112011603,Adams,CONEWAGO VALLEY SD,7,40.6,29.1
2006,112011603,Adams,CONEWAGO VALLEY SD,8,32.9,41.4
2006,112011603,Adams,CONEWAGO VALLEY SD,11,25.3,28
2006,112013054,Adams,FAIRFIELD AREA SD,3,59,39
2006,112013054,Adams,FAIRFIELD AREA SD,4,42.3,29.8
2006,112013054,Adams,FAIRFIELD AREA SD,5,20.6,12.4
2006,112013054,Adams,FAIRFIELD AREA SD,6,32.6,19.6
2006,112013054,Adams,FAIRFIELD AREA SD,7,34.4,26
2006,112013054,Adams,FAIRFIELD AREA SD,8,29.6,34.3
2006,112013054,Adams,FAIRFIELD AREA SD,11,18.5,27.2
2006,112013753,Adams,GETTYSBURG AREA SD,3,52,32
2006,112013753,Adams,GETTYSBURG AREA SD,4,49.1,33.5
2006,112013753,Adams,GETTYSBURG AREA SD,5,38.9,16.7
2006,112013753,Adams,GETTYSBURG AREA SD,6,38.7,40.4
2006,112013753,Adams,GETTYSBURG AREA SD,7,38.3,35.6
2006,112013753,Adams,GETTYSBURG AREA SD,8,37.9,52.3
2006,112013753,Adams,GETTYSBURG AREA SD,11,21.7,22.7
2006,112015203,Adams,LITTLESTOWN AREA SD,3,45,25
2006,112015203,Adams,LITTLESTOWN AREA SD,4,27.2,36.7
2006,112015203,Adams,LITTLESTOWN AREA SD,5,33.3,19.8
2006,112015203,Adams,LITTLESTOWN AREA SD,6,47.4,45
2006,112015203,Adams,LITTLESTOWN AREA SD,7,36,29.6
2006,112015203,Adams,LITTLESTOWN AREA SD,8,39.9,53.2
2006,112015203,Adams,LITTLESTOWN AREA SD,11,18.5,38
2006,112018523,Adams,UPPER ADAMS SD,3,50,34
2006,112018523,Adams,UPPER ADAMS SD,4,55.4,43.8
2006,112018523,Adams,UPPER ADAMS SD,5,46.6,16.1
2006,112018523,Adams,UPPER ADAMS SD,6,41.1,37.7
2006,112018523,Adams,UPPER ADAMS SD,7,29.1,25.7
2006,112018523,Adams,UPPER ADAMS SD,8,41.6,39.6
2006,112018523,Adams,UPPER ADAMS SD,11,32.4,35.3
